455,44,584,44,584,109,455,109
599,49,804,57,801,120,596,112
812,61,1010,80,1005,137,807,117
378,215,611,223,609,285,376,277
630,227,966,241,963,300,628,286
119,397,678,351,687,458,128,504
1005,393,1235,379,1238,420,1008,433
851,403,1002,393,1005,431,853,441
0,440,39,440,39,469,0,469
0,498,66,505,63,537,-2,531
68,512,131,512,131,549,68,549
418,506,752,521,747,621,414,606
769,557,890,563,887,619,767,613
11,566,196,569,195,630,11,628
