sep=;
ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);GRAVITY X (m/s²);GRAVITY Y (m/s²);GRAVITY Z (m/s²);LINEAR ACCELERATION X (m/s²);LINEAR ACCELERATION Y (m/s²);LINEAR ACCELERATION Z (m/s²);GYROSCOPE X (rad/s);GYROSCOPE Y (rad/s);GYROSCOPE Z (rad/s);LIGHT (lux);MAGNETIC FIELD X (μT);MAGNETIC FIELD Y (μT);MAGNETIC FIELD Z (μT);ORIENTATION Z (azimuth °);ORIENTATION X (pitch °);ORIENTATION Y (roll °);PROXIMITY (m);ATMOSPHERIC PRESSURE (hPa);SOUND LEVEL (dB);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Altitude-google ( m);LOCATION Altitude-atmospheric pressure ( m);LOCATION Speed ( m/s);LOCATION Accuracy ( m);LOCATION ORIENTATION (°);Satellites in range;Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
-2.1223;2.1931;10.7083;-1.5369;3.1082;9.1732;3.1144;-0.3826;-0.9816;-1.5947;0.7256;-2.4254;9355.0;28.39;-39.61;-21.27;228.88;-29.29;-2.51;5.0;1009.86;45.736;37.510677;127.06058;47.0;NaN;;;22.108;;0 / 0;59;2020-09-25 14:50:58:031
1.8147;5.8713;6.6635;-1.7698;2.4987;9.3164;-2.0413;-2.3732;-0.9605;0.487;-1.0901;0.2707;22657.0;36.49;-21.34;-26.59;248.68;-14.76;10.76;5.0;1009.85;52.669;37.510677;127.06058;47.0;NaN;;;22.108;;0 / 27;559;2020-09-25 14:50:58:531
4.2461;1.2636;5.34;3.9389;-0.5845;8.9618;0.1594;-3.2653;-1.5559;0.8597;-2.3961;1.5541;65535.0;8.18;-6.43;-49.62;241.22;5.73;-13.41;5.0;1009.85;54.439;37.510677;127.06058;47.0;NaN;;;22.108;;0 / 27;1060;2020-09-25 14:50:59:032
8.0321;4.8005;3.7422;8.9033;2.9737;2.8389;-0.8014;-4.2519;3.6065;-0.1189;0.7129;1.6614;43541.0;-15.69;-16.37;-45.99;260.69;-17.65;-72.31;5.0;1009.85;56.519;37.510677;127.06058;47.0;NaN;;;22.108;;0 / 27;1559;2020-09-25 14:50:59:531
4.3275;1.3307;7.5043;4.0862;1.1144;8.8449;-0.0073;-0.1118;-0.318;-0.0781;0.474;-0.163;33228.0;17.71;-16.49;-42.99;250.46;-5.12;-32.27;5.0;1009.85;51.303;37.510677;127.06058;47.0;NaN;;;22.108;;0 / 27;2059;2020-09-25 14:51:00:031
8.219;-2.4506;4.6142;9.1486;-0.1486;3.5288;-0.225;-1.6441;2.5342;-1.3565;-2.4818;0.0469;52036.0;-16.63;5.57;-38.54;297.57;-5.28;-48.91;5.0;1009.84;48.309;37.510677;127.06058;47.0;NaN;;;22.108;;0 / 27;2559;2020-09-25 14:51:00:531
10.7845;-3.3884;0.9311;7.5686;-5.1558;3.5078;1.6485;-0.232;0.5868;-0.6952;-1.3132;-2.7675;67168.0;-12.75;14.81;-37.0;280.25;22.79;-75.28;5.0;1009.84;47.507;37.510677;127.06058;47.0;NaN;;;22.108;;0 / 27;3059;2020-09-25 14:51:01:031
5.9564;10.2311;-3.134;9.4328;2.2877;-1.3999;-0.1932;-0.3132;-2.3004;-1.1041;0.5;0.4721;26463.0;-34.28;-7.85;-29.21;264.19;-8.49;-93.09;5.0;1009.84;62.759;37.510677;127.06058;47.0;NaN;;;22.108;;0 / 27;3559;2020-09-25 14:51:01:531
11.0456;-3.8196;0.8401;8.91;-3.9621;1.0413;-0.2047;0.4154;0.0906;-0.3665;-0.7366;-1.1053;49571.0;-15.13;23.92;-26.2;289.47;35.44;-77.79;5.0;1009.84;55.656;37.510677;127.06058;47.0;NaN;;;22.108;;0 / 27;4059;2020-09-25 14:51:02:031
11.9643;-3.2339;0.9503;9.6396;0.88;-1.5727;0.1185;-0.1002;-1.726;0.718;-0.6005;-1.3555;29072.0;-32.82;1.68;-19.63;274.65;0.18;-96.09;5.0;1009.85;61.342;37.510677;127.06058;47.0;NaN;;;22.108;;0 / 27;4559;2020-09-25 14:51:02:531
10.333;-5.7168;-3.8394;8.6034;0.7866;-4.6404;1.1568;-3.9735;-0.0075;4.2131;2.1112;0.1257;173.0;-26.89;9.97;-12.63;295.13;-4.6;-118.34;0.0;1009.9;64.308;37.510677;127.06058;47.0;NaN;;;22.108;;0 / 27;5059;2020-09-25 14:51:03:031
9.4155;4.7287;-0.0282;7.2865;6.3506;-1.6576;9.3885;-3.7213;3.5638;5.8947;11.9171;-2.5749;111.0;21.38;-21.46;24.56;241.39;-25.4;-104.03;0.0;1009.95;66.092;37.510677;127.06058;47.0;NaN;;;22.108;;0 / 27;5559;2020-09-25 14:51:03:531
4.9467;6.269;-0.1336;3.7715;8.7897;2.1651;2.2087;-1.6891;-1.507;-3.9812;-6.8433;-0.6774;13.0;-11.93;-6.58;30.23;94.35;-55.83;-71.36;0.0;1009.9;64.45;37.510677;127.06058;47.0;NaN;;;22.108;;0 / 27;6059;2020-09-25 14:51:04:031
4.6054;8.1518;2.6463;5.0014;8.4354;0.0195;-0.24;0.2495;0.3691;0.8513;1.8595;0.2884;2.0;-8.21;-4.77;35.98;102.74;-53.62;-67.31;0.0;1009.89;57.223;37.510677;127.06058;47.0;NaN;;;22.108;;0 / 27;6559;2020-09-25 14:51:04:531
4.6844;8.4129;8.6087;4.8102;8.1926;2.4318;1.3665;0.2021;-1.5011;-1.6655;-4.7336;-0.795;47.0;-6.02;-12.01;36.9;114.22;-56.66;-63.18;0.0;1009.89;53.128;37.510677;127.06058;47.0;NaN;;;22.108;;0 / 27;7059;2020-09-25 14:51:05:031
3.846;8.6357;1.4019;4.6865;8.6003;0.4913;-0.2981;0.1032;0.6894;-0.0811;-0.3393;0.7017;22.0;2.37;-8.64;40.24;109.15;-66.83;-72.95;0.0;1009.88;50.123;37.510677;127.06058;47.0;NaN;;;22.108;;0 / 27;7559;2020-09-25 14:51:05:531
3.1322;8.5902;0.3694;3.4826;9.1559;0.4589;0.4759;-0.4518;-0.3634;-0.5555;-0.8827;0.5486;18.0;10.76;-7.76;44.57;113.23;-69.01;-82.49;0.0;1009.87;47.537;37.510677;127.06058;47.0;NaN;;;22.108;;0 / 27;8059;2020-09-25 14:51:06:031
3.7334;8.6285;1.645;4.1083;8.7796;1.487;-0.0624;-0.1724;-0.1432;0.3194;-0.0612;0.0712;26.0;10.05;-15.58;36.94;132.1;-61.82;-68.4;0.0;1009.85;45.505;37.510677;127.06058;47.0;NaN;;;22.108;;0 / 27;8559;2020-09-25 14:51:06:531
5.2498;8.5794;1.0713;5.5521;7.992;1.2132;-0.8679;0.7889;-0.1167;-1.3331;-0.265;-1.4892;143.0;17.54;-19.78;32.81;138.11;-54.58;-77.67;0.0;1009.84;44.732;37.510677;127.06058;47.0;NaN;;;22.108;;0 / 27;9060;2020-09-25 14:51:07:032
4.1934;8.8441;1.0234;3.8914;8.9174;1.2277;-0.038;-0.218;-0.2889;-0.0589;-0.2703;0.7638;94.0;24.28;-18.5;31.16;159.65;-69.67;-60.3;0.0;1009.82;49.079;37.510677;127.06058;47.0;NaN;;;22.108;;0 / 27;9559;2020-09-25 14:51:07:531
4.4437;8.6058;1.6055;4.2897;8.7615;1.0026;0.2877;0.0993;-0.1097;-0.7559;-1.5473;-1.192;94.0;23.55;-17.76;35.97;139.35;-59.42;-78.57;0.0;1009.83;45.723;37.510677;127.06058;47.0;NaN;;;22.108;;0 / 27;10059;2020-09-25 14:51:08:031
4.5587;8.8776;1.3587;4.5204;8.5622;1.5569;-0.5481;0.447;-0.2413;0.0024;-0.2864;0.9463;217.0;21.44;-24.71;23.85;156.44;-60.82;-71.0;0.0;1009.83;50.593;37.510677;127.06058;47.0;NaN;;;22.108;;0 / 44;10560;2020-09-25 14:51:08:532
4.7096;9.0058;2.9206;4.0992;8.6812;2.0008;-0.3921;-0.0971;-0.2933;-0.1128;0.1858;0.275;378.0;27.59;-19.45;18.81;172.9;-62.28;-63.98;0.0;1009.82;46.116;37.510677;127.06058;47.0;NaN;;;22.108;;0 / 44;11059;2020-09-25 14:51:09:031
3.1549;11.5917;-0.699;3.7682;8.9756;1.187;0.3561;-0.7165;1.648;-1.3798;1.4688;1.0458;128.0;19.88;-20.02;26.19;162.35;-62.92;-67.15;0.0;1009.83;47.807;37.510468;127.06049;42.37;NaN;;0.44;10.349121;321.5;0 / 44;11559;2020-09-25 14:51:09:531
4.3455;11.5426;-0.3552;3.5634;9.0827;0.9885;-0.1113;0.0534;-0.3997;0.3553;-1.0976;-0.4532;112.0;23.29;-13.7;36.55;140.21;-63.76;-74.07;0.0;1009.85;53.189;37.510468;127.06049;42.37;NaN;;0.44;10.349121;321.5;0 / 44;12059;2020-09-25 14:51:10:031
3.8748;10.3245;0.7575;4.9066;8.3271;1.6599;-0.3791;-0.6269;3.0615;0.9158;0.4194;-0.2295;311.0;27.22;-20.44;21.63;167.3;-57.88;-65.51;0.0;1009.85;48.043;37.510487;127.06047;48.71;NaN;;0.54;8.092587;224.9;18 / 44;12559;2020-09-25 14:51:10:531
4.5203;7.9925;4.165;4.7541;8.1714;2.6073;-1.7447;0.3993;-1.0696;-1.5102;-0.1184;0.4115;441.0;26.92;-20.74;8.91;168.16;-66.67;-77.74;0.0;1009.87;49.16;37.510487;127.06047;48.71;NaN;;0.54;8.092587;224.9;18 / 44;13060;2020-09-25 14:51:11:032
5.6726;9.8754;-1.6811;3.8384;8.961;-1.0666;-2.4855;-2.2495;1.342;0.0861;0.7353;0.5366;44.0;20.94;-10.29;41.91;127.54;-58.82;-80.13;0.0;1009.86;63.174;37.510555;127.06042;44.29;NaN;;0.87;8.73271;239.4;18 / 44;13559;2020-09-25 14:51:11:531
5.1635;8.2788;1.8031;5.3745;7.8326;2.4363;1.5849;0.8825;-2.5853;1.4299;1.9057;0.3044;585.0;21.45;-24.25;6.63;184.1;-53.01;-65.61;0.0;1009.86;53.588;37.510555;127.06042;44.29;NaN;;0.87;8.73271;239.4;18 / 44;14059;2020-09-25 14:51:12:031
5.7229;8.1434;0.0221;4.2736;8.6007;1.9837;-0.3235;0.5537;-0.1715;-2.7752;-1.2883;1.5673;563.0;26.19;-20.28;16.65;142.47;-71.36;-100.22;0.0;1009.85;62.197;37.51057;127.060394;43.37;NaN;;1.48;9.717594;286.0;18 / 44;14560;2020-09-25 14:51:12:532
4.0161;8.9447;1.1695;4.5916;8.5578;-1.3608;1.0564;-0.8504;1.9068;3.7671;0.9645;-2.1034;317.0;29.13;-19.84;21.04;152.52;-53.72;-85.96;0.0;1009.86;58.039;37.51057;127.060394;43.37;NaN;;1.48;9.717594;286.0;18 / 44;15059;2020-09-25 14:51:13:031
2.4159;11.0971;0.9707;5.2088;8.3027;0.3223;3.7411;1.1243;2.5043;-0.4587;-1.6454;1.5198;971.0;17.32;-27.85;-13.22;206.13;-57.85;-86.46;0.0;1009.86;59.005;37.510593;127.06036;41.05;NaN;;1.44;9.056394;247.5;20 / 44;15559;2020-09-25 14:51:13:531
5.7792;8.2919;1.3923;2.4212;9.3838;-1.5008;-0.7087;-0.9388;-0.256;-0.6112;0.3722;-1.1538;233.0;48.18;-2.62;25.05;120.4;-73.11;-121.79;0.0;1009.85;60.164;37.510593;127.06036;41.05;NaN;;1.44;9.056394;247.5;20 / 44;16059;2020-09-25 14:51:14:031
7.2955;8.5423;1.7971;6.5435;7.2868;0.5053;-2.0666;3.0016;1.4259;-0.5084;-0.606;0.8807;451.0;21.5;-17.52;-13.45;209.18;-56.16;-85.02;0.0;1009.85;46.45;37.510574;127.06036;42.04;NaN;;1.67;9.447628;205.3;23 / 44;16559;2020-09-25 14:51:14:531
2.8806;16.209;-0.5013;4.4877;8.7141;-0.3074;-2.2766;-3.2735;-1.1302;-0.8078;-1.8128;1.117;391.0;28.64;-9.96;20.6;136.38;-60.63;-99.56;0.0;1009.83;54.889;37.510574;127.06036;42.04;NaN;;1.67;9.447628;205.3;23 / 44;17059;2020-09-25 14:51:15:031
3.9526;7.3841;0.4125;4.6611;8.6004;-0.6914;0.3429;-0.8756;0.2837;-0.2896;-0.1454;-0.7166;439.0;32.45;-9.4;26.54;127.89;-60.64;-103.25;0.0;1009.83;61.294;37.51056;127.06036;45.07;NaN;;1.23;9.112774;223.7;25 / 44;17559;2020-09-25 14:51:15:531
7.6009;6.9565;-0.1253;5.5091;7.7983;2.2376;-0.5914;-0.2598;0.0937;0.93;1.0804;-0.8311;1221.0;24.59;-16.32;-5.41;207.8;-52.67;-67.89;0.0;1009.84;57.415;37.51056;127.06036;45.07;NaN;;1.23;9.112774;223.7;25 / 44;18059;2020-09-25 14:51:16:031
4.4329;11.2995;2.1121;3.4934;9.0976;1.0954;0.5861;-1.11;-0.4631;-1.1461;-1.0236;0.4325;608.0;29.83;-16.02;-3.89;199.12;-70.83;-76.19;0.0;1009.83;49.25;37.510555;127.06035;45.32;NaN;;0.92;9.367529;233.5;25 / 44;18559;2020-09-25 14:51:16:531
4.0197;9.3316;1.2953;5.0397;8.3425;1.0841;-0.6479;-0.4021;0.6822;0.9461;0.9348;-1.0707;646.0;23.46;-12.03;-8.18;207.8;-58.29;-77.86;0.0;1009.83;54.475;37.510555;127.06035;45.32;NaN;;0.92;9.367529;233.5;25 / 44;19059;2020-09-25 14:51:17:031
4.8653;6.3444;2.0846;5.1072;8.2721;1.2883;-0.1796;2.0489;0.2162;0.7029;-1.0195;0.2767;298.0;16.31;-14.27;-12.67;222.66;-57.51;-75.84;0.0;1009.82;54.921;37.51055;127.06033;46.28;NaN;;1.92;8.676574;240.8;25 / 44;19560;2020-09-25 14:51:17:532
3.8328;5.4749;0.5024;3.9477;8.7179;2.1411;1.6763;0.0218;-0.1086;-0.715;-1.8264;0.455;227.0;10.31;-3.45;-19.43;258.45;-71.03;-71.74;0.0;1009.79;49.401;37.51055;127.06033;46.28;NaN;;1.92;8.676574;240.8;25 / 44;20059;2020-09-25 14:51:18:031
8.3747;10.6599;2.1241;6.4887;7.1762;-1.6027;0.5361;-0.8035;4.2541;4.2172;3.5112;-3.7592;705.0;-6.44;-10.43;-15.93;251.66;-34.95;-94.17;0.0;1009.78;49.402;37.51055;127.06031;46.59;NaN;;1.3;8.421719;240.6;25 / 44;20560;2020-09-25 14:51:18:532
-1.018;8.032;-5.3666;2.1166;9.564;-0.4683;-1.4209;1.9425;-1.9736;0.1826;-0.764;0.886;4.0;28.71;-6.86;19.3;116.64;-74.27;-122.13;0.0;1009.75;60.759;37.51055;127.06031;46.59;NaN;;1.3;8.421719;240.6;25 / 44;21059;2020-09-25 14:51:19:031
2.3189;3.4423;-2.7555;5.9105;7.8165;0.3725;2.4439;0.385;-2.1127;0.8528;-2.8662;-2.3822;677.0;33.13;-24.97;12.19;166.72;-52.85;-86.39;0.0;1009.76;53.47;37.51055;127.06029;47.03;NaN;;2.09;8.522128;263.9;25 / 44;21560;2020-09-25 14:51:19:532
2.9405;12.6326;2.178;5.6058;7.9774;1.0513;4.7589;1.2532;2.1535;-1.4296;-3.1149;1.6343;391.0;8.19;-18.9;-15.93;214.61;-79.57;-112.97;0.0;1009.77;55.208;37.51055;127.06029;47.03;NaN;;2.09;8.522128;263.9;25 / 44;22059;2020-09-25 14:51:20:031
4.9839;8.1015;-0.1863;4.3063;8.6935;-1.4313;-0.6569;-0.3255;1.1328;1.1136;2.0999;-0.4686;379.0;25.09;-21.01;-1.32;181.3;-51.88;-90.6;0.0;1009.78;58.115;37.51055;127.060265;47.01;NaN;;1.61;8.193536;249.4;26 / 44;22559;2020-09-25 14:51:20:531
4.6018;11.0611;0.5;5.1977;8.2653;-0.916;-0.2205;0.0384;3.1617;1.3409;4.2647;-0.4161;1303.0;-1.28;-7.35;-19.8;253.56;-57.44;-99.99;0.0;1009.79;59.491;37.51055;127.060265;47.01;NaN;;1.61;8.193536;249.4;26 / 44;23059;2020-09-25 14:51:21:031
3.7634;4.7131;-1.5649;4.0937;8.8746;0.8084;0.3108;-0.389;1.0751;0.2592;-0.141;0.1249;301.0;23.24;-7.65;-12.79;218.62;-64.82;-78.83;0.0;1009.78;60.122;37.51054;127.06024;47.44;NaN;;2.11;7.897289;237.3;28 / 44;23559;2020-09-25 14:51:21:531
4.0928;9.6406;-1.0691;3.9518;8.9682;0.353;0.4927;-0.199;-0.9197;-0.6226;-0.7969;-0.7222;303.0;23.43;-9.68;-9.23;203.58;-59.22;-85.96;0.0;1009.79;48.54;37.51054;127.06024;47.44;NaN;;2.11;7.897289;237.3;28 / 44;24059;2020-09-25 14:51:22:031
4.0808;6.0785;0.7012;4.598;8.6167;0.8836;-0.3908;1.6422;-0.1774;0.4964;-0.3784;-0.0969;269.0;19.24;-12.08;-7.13;214.61;-57.41;-69.06;0.0;1009.78;53.048;37.510532;127.06022;47.39;NaN;;2.39;8.068527;245.0;27 / 44;24559;2020-09-25 14:51:22:531
7.8261;10.5856;1.7264;4.0138;8.9197;0.7069;-1.0745;-0.5833;0.3846;0.1818;0.5717;-0.2631;463.0;22.54;-13.57;-10.41;210.81;-65.64;-78.05;0.0;1009.78;52.671;37.510532;127.06022;47.39;NaN;;2.39;8.068527;245.0;27 / 44;25059;2020-09-25 14:51:23:031
7.0703;6.9553;-2.3327;5.9168;7.8163;0.2588;1.0012;0.6419;2.2737;1.8073;2.2366;-1.0997;778.0;12.39;-16.7;-14.09;225.39;-53.34;-74.63;0.0;1009.79;53.651;37.510525;127.06019;47.77;NaN;;1.45;9.13628;240.7;29 / 44;25560;2020-09-25 14:51:23:532
3.8616;5.591;0.3239;4.6864;8.4584;1.6323;-0.7373;-0.2927;0.5666;-0.6866;-1.8618;1.0672;423.0;10.89;-16.49;-16.88;238.12;-59.6;-70.8;0.0;1009.78;50.324;37.510525;127.06019;47.77;NaN;;1.45;9.13628;240.7;29 / 44;26059;2020-09-25 14:51:24:031
4.0329;6.4762;0.1586;4.3833;8.7433;0.7149;-0.8621;-0.1;-0.2278;-1.4471;-0.8973;-0.4552;810.0;22.29;-14.07;-7.04;202.94;-63.07;-80.74;0.0;1009.79;49.658;37.51052;127.06017;48.28;NaN;;1.41;9.328461;238.0;29 / 44;26561;2020-09-25 14:51:24:533
7.6129;9.9137;1.6917;4.6471;8.4461;1.7993;-2.1282;0.2929;-0.3432;-0.5644;-0.2507;0.988;368.0;14.39;-14.8;-13.3;234.88;-64.02;-63.38;0.0;1009.8;57.674;37.51052;127.06017;48.28;NaN;;1.41;9.328461;238.0;29 / 44;27059;2020-09-25 14:51:25:031
3.2304;8.565;-1.0631;3.5861;9.1163;0.4516;-2.2807;-2.6047;-0.2922;-1.7336;-0.8064;2.1462;427.0;17.5;-14.17;-8.26;196.96;-68.72;-94.79;0.0;1009.8;56.254;37.510513;127.06016;48.63;NaN;;1.1;10.245119;234.0;29 / 44;27560;2020-09-25 14:51:25:532
8.3387;10.9258;-2.0321;4.814;8.5422;-0.1643;-1.8487;-1.365;0.8786;0.1441;0.7683;-0.2169;868.0;16.45;-16.46;-1.49;181.19;-60.58;-91.95;0.0;1009.82;54.629;37.510513;127.06016;48.63;NaN;;1.1;10.245119;234.0;29 / 44;28059;2020-09-25 14:51:26:031
1.7596;6.5444;0.561;3.8567;8.9794;0.8164;0.5514;0.3702;0.3877;-0.648;0.175;0.5975;625.0;21.19;-17.39;1.38;203.85;-63.88;-77.08;0.0;1009.83;56.31;37.510506;127.060135;49.4;NaN;;2.88;9.407331;248.2;30 / 44;28559;2020-09-25 14:51:26:531
4.3024;7.0619;1.4749;4.1985;8.7582;1.3554;0.7399;-0.062;0.6425;-0.0029;0.0905;-0.2602;292.0;18.61;-13.94;-12.14;222.02;-63.26;-72.11;0.0;1009.81;54.814;37.510506;127.060135;49.4;NaN;;2.88;9.407331;248.2;30 / 44;29059;2020-09-25 14:51:27:031
6.7769;10.1281;1.8187;4.668;8.4255;1.8416;0.8727;1.5452;0.4259;0.3337;-0.1641;0.324;257.0;16.38;-10.6;-12.6;233.11;-62.79;-67.16;0.0;1009.82;58.212;37.5105;127.060104;50.58;NaN;;1.74;9.367955;257.1;29 / 44;29559;2020-09-25 14:51:27:531
6.7469;8.074;2.7948;4.6703;8.5238;1.3051;-1.004;0.5284;0.4228;-0.8451;-0.0799;0.5004;277.0;13.74;-10.53;-13.09;229.08;-60.36;-74.39;0.0;1009.81;53.049;37.5105;127.060104;50.58;NaN;;1.74;9.367955;257.1;29 / 44;30059;2020-09-25 14:51:28:031
5.5552;8.9399;0.2568;4.7741;8.5631;0.2261;0.302;0.1007;0.4749;-0.4975;-0.24;-0.0866;479.0;17.88;-14.54;-2.92;198.66;-56.1;-75.23;0.0;1009.81;51.848;37.510506;127.06008;50.77;NaN;;1.83;9.518081;257.0;30 / 44;30560;2020-09-25 14:51:28:532
3.7777;8.9172;1.5121;4.7451;8.5229;1.0072;-0.4117;-0.0896;-1.2016;0.2722;-0.0271;0.0804;308.0;19.08;-15.44;-1.25;191.89;-60.35;-78.02;0.0;1009.8;52.742;37.510506;127.06008;50.77;NaN;;1.83;9.518081;257.0;30 / 44;31060;2020-09-25 14:51:29:032
4.9647;10.7078;2.372;4.0468;8.8539;1.1841;0.5686;-0.8004;-1.539;-0.954;-0.2516;-0.2293;518.0;21.95;-14.43;0.73;184.22;-62.31;-82.41;0.0;1009.79;51.808;37.510494;127.06006;52.12;NaN;;1.87;10.172528;249.0;30 / 44;31559;2020-09-25 14:51:29:531
6.0738;7.9865;2.2858;4.1562;8.6989;1.7958;1.067;-0.2944;-1.3992;-0.5552;-1.2;-0.2803;646.0;22.62;-13.02;-4.09;209.06;-62.43;-66.27;0.0;1009.8;55.2;37.510494;127.06006;52.12;NaN;;1.87;10.172528;249.0;30 / 44;32060;2020-09-25 14:51:30:032
3.4256;10.0754;2.2606;3.7777;8.7906;2.1506;-1.1063;-0.3865;-0.5409;0.0233;-0.4205;0.3693;315.0;14.83;-10.67;-18.56;251.23;-63.69;-60.35;0.0;1009.8;52.683;37.510494;127.06004;53.98;NaN;;1.19;11.059141;246.5;30 / 44;32559;2020-09-25 14:51:30:531
4.2101;4.5466;0.9455;4.2368;8.8215;0.6329;1.553;0.4682;0.4834;-0.1858;0.8123;0.6474;267.0;16.15;-12.95;-10.86;215.67;-64.1;-81.5;0.0;1009.81;53.179;37.510494;127.06004;53.98;NaN;;1.19;11.059141;246.5;30 / 44;33059;2020-09-25 14:51:31:031
6.0307;9.0034;1.9408;4.5437;8.6413;0.9234;-0.2766;-0.1332;0.5433;-0.1455;-0.1;-0.1143;393.0;18.74;-18.7;-8.49;209.28;-60.42;-72.74;0.0;1009.81;53.365;37.51049;127.06001;55.38;NaN;;2.03;12.368871;250.5;30 / 44;33559;2020-09-25 14:51:31:531
5.4893;9.8227;2.8272;4.4088;8.652;1.3695;-0.8556;-0.2326;-0.7657;-0.7016;-0.3469;0.5453;371.0;17.85;-16.75;-7.52;211.63;-61.92;-72.74;0.0;1009.81;50.989;37.51049;127.06001;55.38;NaN;;2.03;12.368871;250.5;30 / 44;34060;2020-09-25 14:51:32:032
3.6688;8.7339;1.4426;4.2475;8.8191;0.5933;0.2115;-0.0317;0.8476;-0.2417;0.0464;0.3802;463.0;20.07;-20.15;-7.87;204.44;-60.03;-79.01;0.0;1009.81;54.621;37.510487;127.059975;56.69;NaN;;2.44;13.921692;258.9;29 / 44;34560;2020-09-25 14:51:32:532
5.9876;9.3987;0.7467;4.5874;8.6231;0.8768;-0.1459;0.3528;0.0326;0.0878;0.0725;0.0831;447.0;20.67;-18.36;1.39;186.29;-61.56;-79.18;0.0;1009.8;52.367;37.510487;127.059975;56.69;NaN;;2.44;13.921692;258.9;29 / 44;35059;2020-09-25 14:51:33:031
2.3884;8.4093;1.13;4.3132;8.7131;1.2842;-0.4278;-0.1683;-0.2308;-0.0759;-0.0632;-0.0934;798.0;22.83;-18.57;-2.69;196.8;-61.84;-76.05;0.0;1009.8;49.653;37.510483;127.05994;58.06;NaN;;2.64;11.685033;246.4;29 / 44;35559;2020-09-25 14:51:33:531
4.1347;6.0127;2.2391;4.6061;8.5256;1.506;-1.5368;0.0865;-0.8729;-0.3248;-0.1435;0.007;467.0;22.08;-15.64;-9.84;214.95;-60.39;-71.89;0.0;1009.8;53.597;37.510483;127.05994;58.06;NaN;;2.64;11.685033;246.4;29 / 44;36059;2020-09-25 14:51:34:031
-0.067;8.4105;3.0823;4.5589;8.4721;1.9003;-2.5469;-1.7531;-0.2947;-0.6375;-0.5231;0.3637;428.0;16.96;-12.33;-13.62;236.63;-64.86;-63.58;0.0;1009.8;57.588;37.51048;127.059906;59.14;NaN;;1.63;12.026176;246.9;29 / 44;36559;2020-09-25 14:51:34:531
3.24;9.9077;0.3323;4.2867;8.8053;0.5121;-0.4112;0.1968;-0.1063;-0.3652;-0.1072;0.2004;238.0;15.56;-15.06;-10.07;213.69;-59.0;-78.56;0.0;1009.8;55.134;37.51048;127.059906;59.14;NaN;;1.63;12.026176;246.9;29 / 44;37059;2020-09-25 14:51:35:031
5.8738;8.4033;1.9792;4.87;8.4891;0.6243;-0.6602;0.1569;0.9201;-0.195;-0.6584;0.151;261.0;14.56;-17.95;-8.67;213.73;-60.9;-73.94;0.0;1009.79;55.172;37.51047;127.05986;61.43;NaN;;2.68;10.614586;246.6;28 / 44;37559;2020-09-25 14:51:35:531
2.0147;4.2208;0.143;4.6868;8.5432;1.1041;-0.1312;0.4265;0.7533;0.5772;0.9721;-0.3704;250.0;15.13;-14.95;-8.73;213.71;-60.59;-76.74;0.0;1009.79;55.919;37.51047;127.05986;61.43;NaN;;2.68;10.614586;246.6;28 / 44;38059;2020-09-25 14:51:36:031
8.1639;10.9581;1.6833;4.6672;8.5295;1.2786;0.755;0.5854;0.7543;0.2243;0.0558;-0.0481;287.0;16.06;-12.91;-11.58;220.12;-64.27;-78.75;0.0;1009.78;53.967;37.510464;127.05983;62.77;NaN;;2.18;10.445766;250.3;28 / 44;38559;2020-09-25 14:51:36:531
4.1407;5.6605;1.4965;4.2114;8.7884;1.095;0.4941;0.6136;-0.9216;-0.1595;-0.2114;0.3611;268.0;18.2;-14.73;-9.73;210.26;-61.0;-81.45;0.0;1009.78;56.326;37.510464;127.05983;62.77;NaN;;2.18;10.445766;250.3;28 / 44;39059;2020-09-25 14:51:37:031
5.3935;5.4557;0.0233;4.2651;8.7401;1.2612;-0.1092;-0.2488;-0.0402;-0.1169;-0.4885;0.0416;242.0;19.93;-14.88;-12.54;219.34;-61.66;-75.77;0.0;1009.78;56.847;37.51046;127.05979;63.37;NaN;;2.37;10.188528;253.0;29 / 44;39559;2020-09-25 14:51:37:531
2.998;8.8609;1.8522;4.4824;8.6636;1.0104;-0.6906;1.3682;0.5011;-0.5506;-0.2857;-0.1739;242.0;20.64;-13.36;-13.42;218.61;-62.06;-77.3;0.0;1009.78;53.828;37.51046;127.05979;63.37;NaN;;2.37;10.188528;253.0;29 / 44;40059;2020-09-25 14:51:38:031
3.0986;2.3775;0.3287;4.6548;8.4867;1.5745;-1.9236;0.2478;-0.3484;0.4208;0.8054;0.1052;202.0;23.08;-12.64;-10.69;218.56;-59.93;-71.31;0.0;1009.78;56.152;37.510452;127.05976;65.32;NaN;;2.38;10.827297;252.7;28 / 44;40559;2020-09-25 14:51:38:531
5.427;7.3493;-0.5373;3.9967;8.8503;1.3672;-1.2507;-2.5425;-0.4063;-0.4955;0.0745;0.8604;500.0;18.59;-9.85;-14.64;231.55;-64.49;-71.11;0.0;1009.78;54.736;37.510452;127.05976;65.32;NaN;;2.38;10.827297;252.7;28 / 44;41059;2020-09-25 14:51:39:031
