ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);GRAVITY X (m/s²);GRAVITY Y (m/s²);GRAVITY Z (m/s²);LINEAR ACCELERATION X (m/s²);LINEAR ACCELERATION Y (m/s²);LINEAR ACCELERATION Z (m/s²);GYROSCOPE X (rad/s);GYROSCOPE Y (rad/s);GYROSCOPE Z (rad/s);LIGHT (lux);MAGNETIC FIELD X (μT);MAGNETIC FIELD Y (μT);MAGNETIC FIELD Z (μT);ORIENTATION Z (azimuth °);ORIENTATION X (pitch °);ORIENTATION Y (roll °);PROXIMITY (m);ATMOSPHERIC PRESSURE (hPa);SOUND LEVEL (dB);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Altitude-google ( m);LOCATION Altitude-atmospheric pressure ( m);LOCATION Speed ( m/s);LOCATION Accuracy ( m);LOCATION ORIENTATION (°);Satellites in range;Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
-0.6857;3.6512;8.9781;-0.7716;3.6694;9.0615;-0.075;-0.0031;0.0913;0.0343;0.0521;0.0129;10587;-32.08;-15.11;-50.85;83.72;-21.85;4.83;5;1010.55;43.871;37.517975;126.76524;33.85;NaN;;0;5.638741;;25 / 43;9;2021-05-13 12:03:33:620
-1.1699;4.0547;8.0798;-1.0687;3.908;8.9306;0.1361;-0.1658;0.2435;0.2089;0.1332;-0.3186;11614;-32.6;-16.5;-49.2;85.98;-22.57;5.81;5;1010.56;44.45;37.517975;126.76524;33.85;NaN;;0;5.638741;;25 / 43;508;2021-05-13 12:03:34:119
-0.0424;2.1236;13.2109;2.2721;1.6298;9.3996;1.1807;0.4594;-2.284;-0.7095;0.5185;-1.2257;11793;-45.55;-17.2;-41.78;93.06;-18.63;-1.09;5;1010.56;46.176;37.517975;126.76525;34.66;NaN;;0;4.767556;;26 / 43;1008;2021-05-13 12:03:34:619
2.3275;-0.1668;9.4318;3.2812;0.6141;9.221;0.9508;1.6415;0.497;-1.6751;-1.6481;-2.7306;12321;-44.38;-20.8;-40.33;116.96;-2.09;-8.03;5;1010.58;47.772;37.517975;126.76525;34.66;NaN;;0;4.767556;;26 / 43;1509;2021-05-13 12:03:35:120
6.8289;0.4847;8.7382;4.9982;2.6008;8.0265;1.6494;0.0105;0.8772;1.13;1.0256;0.5872;11700;-32.4;-44.22;-31.37;156.41;-14.68;-27.73;5;1010.54;47.846;37.517952;126.76526;40.33;NaN;;0;4.42711;;32 / 43;2008;2021-05-13 12:03:35:619
5.4676;1.6075;7.73;5.7074;3.4437;7.1929;-0.1806;0.9589;-1.9188;-1.732;0.0399;1.0918;13424;-46.89;-40.42;-16.14;127.98;-25.52;-30.36;5;1010.56;55.337;37.517952;126.76526;40.33;NaN;;0;4.42711;;32 / 43;2509;2021-05-13 12:03:36:120
8.7405;-4.1406;5.0488;9.0584;-1.0774;3.5993;-1.3228;-1.4685;-0.4798;-3.5424;-1.5157;-0.4701;11823;-54.53;-23.4;0.34;123.95;-1.25;-53.5;5;1010.63;58.447;37.51794;126.76526;35.09;NaN;;0.46;4.847614;147.3;32 / 43;3008;2021-05-13 12:03:36:619
7.0527;-1.9446;4.0578;7.9974;-2.3326;5.174;-1.577;-0.247;-0.9332;-0.5026;-0.0246;0.9625;11359;-55.02;-14.04;-3.9;133.43;13.76;-57.1;5;1010.6;58.196;37.51794;126.76526;35.09;NaN;;0.46;4.847614;147.3;32 / 43;3508;2021-05-13 12:03:37:119
7.8555;-3.9503;1.5911;7.738;-5.189;3.0608;-0.1889;-0.9861;0.5964;0.3702;-0.9435;-0.2209;9457;-57.74;-4.28;2.76;142.42;31.95;-68.42;5;1010.56;63.608;37.517914;126.76526;35.26;NaN;;1.67;6.296279;186.4;33 / 43;4008;2021-05-13 12:03:37:619
7.501;-7.6281;0.5549;7.5025;-6.3135;0.1485;0.9956;1.0186;1.6848;0.633;0.1381;1.6415;5826;-56.85;-6.15;-2.04;179.62;34.03;-87.74;5;1010.53;61.827;37.517914;126.76526;35.26;NaN;;1.67;6.296279;186.4;33 / 43;4507;2021-05-13 12:03:38:118
6.6455;-3.0349;-3.5161;8.6692;-4.5343;0.6752;-0.6903;-2.8485;-0.2794;-1.7127;0.4319;-1.6713;7220;-42.93;-1.36;12.58;151.31;46.83;-84.62;5;1010.59;62.025;37.5179;126.76528;34.62;NaN;;1.2;7.785137;112.2;33 / 43;5008;2021-05-13 12:03:38:619
6.3765;1.4234;4.1272;8.1457;2.7644;4.7092;1.128;-3.767;0.395;0.7566;1.9647;-1.1028;9379;-23.57;-44.43;14.87;146.99;-16.37;-59.97;5;1010.57;54.693;37.5179;126.76528;34.62;NaN;;1.2;7.785137;112.2;33 / 43;5508;2021-05-13 12:03:39:119
7.4846;5.7931;6.2838;6.1409;6.8603;3.3758;-1.4091;-0.2022;-1.0663;0.7004;0.4677;0.6009;8593;-3.08;-23.74;37.13;129.36;-44.39;-61.2;5;1010.61;66.662;37.517864;126.765274;34.5;NaN;;1.52;8.899832;166.2;33 / 43;6008;2021-05-13 12:03:39:619
6.8371;5.8516;2.8573;5.6241;7.8768;1.5796;-1.9384;-0.7127;-1.186;-0.9967;-0.0336;2.0755;7883;-0.34;-14.37;40.73;118.17;-55.6;-68.33;5;1010.6;65.475;37.517864;126.765274;34.5;NaN;;1.52;8.899832;166.2;33 / 43;6508;2021-05-13 12:03:40:119
6.5774;6.1935;1.8734;6.8293;6.8618;1.5642;-0.0594;-0.6616;1.0995;1.3397;1.4316;0.0995;7351;-5.65;-4.98;39.14;102.4;-38.48;-70.44;5;1010.57;49.198;37.51792;126.76525;33.53;NaN;;0;5.892333;;33 / 43;7008;2021-05-13 12:03:40:619
7.4206;6.1528;3.5171;7.3423;5.4816;3.4947;0.4857;0.46;0.0602;0.917;-0.9161;-0.8699;8993;-4.85;-14.08;38.8;116.28;-33.98;-64.55;5;1010.57;45.398;37.51792;126.76525;33.53;NaN;;0;5.892333;;33 / 43;7508;2021-05-13 12:03:41:119
7.4593;6.3769;1.9248;6.6684;6.1698;3.6927;0.5674;0.3487;-2.1034;-0.4639;-0.7379;0.091;6138;-14.4;-2.07;28.87;94.78;-38.99;-61.02;5;1010.57;43.371;37.517918;126.76524;34.28;NaN;;0;5.999699;;32 / 43;8008;2021-05-13 12:03:41:619
7.4131;6.4604;2.499;6.7252;6.2965;3.3609;0.0581;0.1434;-1.1538;-0.1148;0.6707;0.7146;6138;-12.03;-3.64;32.3;94.87;-44.55;-69.29;5;1010.57;42.84;37.517918;126.76524;34.28;NaN;;0;5.999699;;32 / 43;8508;2021-05-13 12:03:42:119
6.576;6.429;1.7297;6.1504;6.9324;3.2069;0.0389;-0.3778;-1.6769;-0.4838;-0.2692;0.479;5767;-12.89;0.78;30.06;85.19;-43.99;-71.68;5;1010.58;42.68;37.517918;126.76524;34.28;NaN;;0;5.999699;;32 / 43;9008;2021-05-13 12:03:42:619
5.7215;6.6377;1.9538;6.508;6.6191;3.1628;0.6964;-0.4843;-0.6354;0.7004;0.1359;-0.5697;6313;-11.93;-0.35;31.37;89.75;-36.83;-69.25;5;1010.57;42.442;37.517918;126.76524;34.28;NaN;;0;5.999699;;32 / 43;9508;2021-05-13 12:03:43:119
7.5807;6.0973;2.333;7.3418;5.508;3.454;1.1843;0.6999;-0.8512;-0.1151;0.0796;-1.5276;5575;-14.19;-4.61;30.79;97.43;-34.17;-64.81;5;1010.57;41.904;37.517906;126.76526;35.72;NaN;;0;6.151958;;33 / 43;10008;2021-05-13 12:03:43:619
7.6088;6.072;2.6106;7.318;6.3054;1.691;-0.7942;0.3583;0.9568;0.0228;1.5159;1.4088;5908;-16.35;-3.37;29.86;84.12;-40.01;-76.99;5;1010.57;44.036;37.517906;126.76526;35.72;NaN;;0;6.151958;;33 / 43;10508;2021-05-13 12:03:44:119
7.2033;6.4276;2.2509;6.9713;6.6011;1.9992;-5.00E-04;0.035;0.548;-0.3155;0.9688;0.7986;5640;-12.74;-1.64;35.14;89.33;-42.31;-74;5;1010.57;49.631;37.517918;126.76527;35.45;NaN;;0;6.325726;;33 / 43;11008;2021-05-13 12:03:44:619
6.1305;6.5224;2.1554;6.1889;7.2274;2.3732;0.1481;-0.7382;0.0841;0.3207;-0.281;0.4804;6021;-10.43;-0.3;34.98;93.71;-47.48;-69.02;5;1010.57;46.949;37.517918;126.76527;35.45;NaN;;0;6.325726;;33 / 43;11508;2021-05-13 12:03:45:119
7.9887;5.7339;3.3391;7.1886;5.5943;3.6328;3.3679;-0.4473;0.0768;0.6163;-0.5604;-2.2307;7167;-0.59;-2.06;39.36;107.58;-34.78;-63.19;5;1010.57;53.095;37.517918;126.76527;35.45;NaN;;0;6.325726;;33 / 43;12008;2021-05-13 12:03:45:619
8.7562;5.8739;3.2751;7.748;4.2459;4.2557;1.3366;1.4455;-1.3742;0.0934;-1.2385;-1.2218;7605;-23.29;-8.99;21.66;88.45;-35.46;-69.76;5;1010.57;45.439;37.517918;126.76527;35.45;NaN;;0;6.325726;;33 / 43;12508;2021-05-13 12:03:46:119
7.95;6.149;2.2803;6.7442;6.2895;3.336;0.1761;0.1986;-1.4951;-0.7547;1.3006;2.0081;5848;-15.71;-8.49;28.82;93.99;-48.39;-68.12;5;1010.58;46.632;37.517925;126.76525;37.45;NaN;;0;6.515039;;33 / 43;13008;2021-05-13 12:03:46:619
6.6082;6.5573;1.3351;5.8161;7.3954;2.7661;-0.2932;-0.8392;-1.4263;-0.0469;1.6765;0.9292;5751;-7.48;0.6;35.35;93.73;-50.91;-72.58;5;1010.57;46.856;37.517925;126.76525;37.45;NaN;;0;6.515039;;33 / 43;13508;2021-05-13 12:03:47:119
5.5668;6.4098;2.0483;6.0734;7.314;2.4061;0.0555;-1.058;0.307;0.5954;1.1184;-0.3575;6359;-5.82;-1.89;34.65;101.05;-48.23;-68.39;5;1010.57;45.799;37.517918;126.76523;38.53;NaN;;0;6.230924;;33 / 43;14008;2021-05-13 12:03:47:619
7.4285;6.2592;3.076;7.5937;5.7046;2.442;0.6493;0.3888;0.9003;0.2507;0.3945;-1.42;6468;-15.92;-10.9;30.3;100.36;-32.89;-71.62;5;1010.57;47.79;37.517918;126.76523;38.53;NaN;;0;6.230924;;33 / 43;14507;2021-05-13 12:03:48:118
8.0311;6.2637;2.8501;7.2276;6.1391;2.4988;-0.3826;0.3514;-0.2879;-0.6497;-0.402;1.027;5936;-17.83;-10.32;28.96;95.29;-38.76;-70.93;5;1010.57;47.987;37.517914;126.76523;39.06;NaN;;0;6.050809;;34 / 43;15008;2021-05-13 12:03:48:619
8.2943;6.495;2.7095;7.8046;5.3922;2.4866;-1.3088;1.5307;-0.34;-0.151;0.2379;1.5316;5301;-23.63;-6.27;30.08;86.6;-41.14;-66.76;5;1010.58;49.524;37.517914;126.76523;39.06;NaN;;0;6.050809;;34 / 43;15508;2021-05-13 12:03:49:119
5.9272;6.649;1.7971;6.2263;7.1415;2.5305;0.0406;-0.7675;-0.4344;0.18;0.0656;-0.0675;5359;-15.33;-5.6;39.76;96.63;-46.74;-67.88;5;1010.58;54.274;37.517914;126.76524;38.4;NaN;;0;5.961344;;34 / 43;16007;2021-05-13 12:03:49:618
5.4546;6.4146;1.9706;5.1943;7.5916;3.3996;1.0387;-1.9359;-1.2567;1.6815;-1.4607;-0.7658;7068;-17.31;-8.3;39.35;99.73;-35.13;-64.7;5;1010.59;54.176;37.517914;126.76524;38.4;NaN;;0;5.961344;;34 / 43;16508;2021-05-13 12:03:50:119
10.5549;5.8609;4.3955;7.3897;5.1541;3.8726;3.8636;-0.9536;1.8359;0.8783;-1.2288;-3.0995;7333;-8.08;-10.21;48;109.64;-31.71;-62.34;5;1010.58;51.498;37.517914;126.76524;38.4;NaN;;0;5.961344;;33 / 43;17008;2021-05-13 12:03:50:619
10.1391;5.454;3.6167;7.8073;4.4624;3.912;0.8127;1.2718;-1.2724;-1.06;-0.5591;1.8132;6618;-32.81;-11.62;26.81;73.55;-54.21;-70.29;5;1010.58;52.727;37.517914;126.76524;38.4;NaN;;0;5.961344;;33 / 43;17508;2021-05-13 12:03:51:119
8.1693;6.2842;1.5032;5.4368;7.7349;2.6046;-1.9149;-1.2461;-2.5943;-1.4788;-0.0835;2.9564;5310;-18.89;-0.34;37.82;88.42;-58.75;-65.29;5;1010.59;52.683;37.517914;126.76525;38.29;NaN;;0.74;6.346597;89.3;33 / 43;18008;2021-05-13 12:03:51:619
3.5338;6.3338;1.0894;5.867;7.2023;3.1424;3.0469;-1.2092;0.1281;0.9056;1.5363;-0.6273;6307;-4.73;-1.85;32;99.6;-40.18;-70.49;5;1010.58;53.846;37.517914;126.76525;38.29;NaN;;0.74;6.346597;89.3;33 / 43;18508;2021-05-13 12:03:52:119
5.1815;6.5764;1.0723;7.0245;6.4898;2.1699;2.9622;-0.4141;0.8781;0.2442;1.7411;-1.6602;5417;-11.03;-0.82;32.46;90.08;-41.44;-72.83;5;1010.59;52.97;37.517902;126.765274;39.63;NaN;;2.34;6.374998;110.9;33 / 43;19008;2021-05-13 12:03:52:619
7.9414;6.277;2.4247;7.8144;5.436;2.3571;0.1611;0.616;0.3055;-0.3857;0.5954;0.2955;5704;-12.79;-7.71;31.61;96.38;-43.76;-72.52;5;1010.58;52.491;37.517902;126.765274;39.63;NaN;;2.34;6.374998;110.9;33 / 43;19508;2021-05-13 12:03:53:119
7.1687;6.7989;2.6893;6.7223;7.063;1.047;0.4133;-0.3186;1.9887;0.5379;-0.3291;1.2621;5205;-1.07;-3.37;40.14;108.14;-48.13;-68.35;5;1010.58;52.124;37.51789;126.7653;39.78;NaN;;2.83;6.908716;120.7;33 / 43;20008;2021-05-13 12:03:53:619
6.5243;6.1261;2.7409;6.8456;6.688;2.1399;0.8731;-0.1354;0.704;-0.0828;-2.5866;-0.7922;5495;1.2;-8.25;40.17;111.13;-43;-72.64;5;1010.58;49.211;37.51789;126.7653;39.78;NaN;;2.83;6.908716;120.7;33 / 43;20508;2021-05-13 12:03:54:119
9.2015;5.3298;3.3545;7.9937;5.1155;2.4703;1.0096;1.323;0.3183;0.0917;-1.0474;-0.0617;5245;-13.09;-8.87;35.56;100;-31.44;-72.83;5;1010.58;50.324;37.517887;126.765305;38.98;NaN;;1;7.537044;109.7;31 / 43;21008;2021-05-13 12:03:54:619
6.1606;6.7602;2.9962;6.5326;6.657;3.0299;1.3013;-0.6343;-0.3294;0.9164;-2.4913;-0.2294;4312;-3.44;-5.73;36.89;110.65;-42.75;-65.12;5;1010.59;49.873;37.517887;126.765305;38.98;NaN;;1;7.537044;109.7;31 / 43;21508;2021-05-13 12:03:55:119
6.2951;6.7493;2.4285;6.2885;7.1275;2.4133;2.3251;-1.8675;-0.0533;0.1302;-1.988;-1.0495;4288;-7.86;0.14;38.53;96.86;-46.62;-69.01;5;1010.59;52.483;37.517887;126.765305;38.98;NaN;;1;7.537044;109.7;31 / 43;22008;2021-05-13 12:03:55:619
6.7386;5.7548;2.4973;7.3822;4.5352;4.594;2.1415;0.5138;-1.6704;-0.3753;0.6021;-1.1626;7543;-22.36;-16.76;33.52;110.01;-27.55;-58.11;5;1010.59;53.16;37.517887;126.765305;38.98;NaN;;1;7.537044;109.7;31 / 43;22508;2021-05-13 12:03:56:119
10.6309;5.8807;3.5201;8.689;2.4434;3.8343;1.6749;2.5806;-0.4916;0.1115;-0.1167;0.3043;7235;-32.45;-10.91;24.83;94.49;-39.17;-75.58;5;1010.59;52.988;37.5179;126.76531;39.08;NaN;;0.95;6.592663;89.4;32 / 43;23007;2021-05-13 12:03:56:618
7.7621;6.5104;0.9286;6.0078;7.4494;2.1409;0.8456;-1.5023;-1.0775;-1.3628;2.1747;2.2612;4147;-19.19;13.82;31.92;58.29;-60.51;-84.68;5;1010.59;53.71;37.5179;126.76531;39.08;NaN;;0.95;6.592663;89.4;32 / 43;23508;2021-05-13 12:03:57:119
4.0536;6.6712;1.6726;5.0992;8.1893;1.7619;-2.2456;-2.8722;-0.1832;-0.6757;1.2711;-1.545;6656;-7.13;-3.23;49.59;94.67;-40.31;-78.82;5;1010.59;55.485;37.517902;126.76533;39.16;NaN;;1.05;6.553028;91.9;34 / 43;24008;2021-05-13 12:03:57:619
10.4889;3.6191;3.9828;9.0917;1.4348;3.3842;0.4385;2.7734;0.2055;2.1907;0.2982;-2.9662;8870;-30.29;1.71;23.89;81.6;-8.41;-69.58;5;1010.59;54.168;37.517902;126.76533;39.16;NaN;;1.05;6.553028;91.9;34 / 43;24508;2021-05-13 12:03:58:119
9.5125;4.4695;3.5054;7.5;5.8847;2.3003;2.5543;-0.25;0.5665;-1.806;-1.2338;2.6827;6605;-23.73;-10.13;33.58;90.31;-36.87;-72.95;5;1010.59;54.283;37.517914;126.76533;37.96;NaN;;0.52;6.383827;122.3;34 / 43;25007;2021-05-13 12:03:58:618
5.2636;5.5495;1.9994;6.1899;7.5911;0.4809;2.6994;0.6606;3.2281;1.2644;0.1169;0.2708;6152;-2.48;-14.18;44.91;118.02;-51.59;-65.03;5;1010.6;54.585;37.517914;126.76533;37.96;NaN;;0.52;6.383827;122.3;34 / 43;25508;2021-05-13 12:03:59:119
9.6963;7.4583;4.3233;7.4747;6.0519;1.9169;0.6476;-0.2179;1.4065;1.9016;-1.5033;-1.737;5962;-8.75;-3.25;47.94;95.09;-38.11;-75.62;5;1010.6;53.887;37.517914;126.76533;37.96;NaN;;0.52;6.383827;122.3;35 / 43;26008;2021-05-13 12:03:59:619
5.1887;5.2788;1.1962;4.8052;6.6364;5.3888;0.4528;-0.2403;-4.2664;-1.081;-4.6369;2.5353;5021;-28.24;11;9.07;51.25;-53.71;-51.47;5;1010.59;53.832;37.517914;126.76533;37.96;NaN;;0.52;6.383827;122.3;35 / 43;26508;2021-05-13 12:04:00:119
9.3096;3.7724;3.2255;6.1696;6.5808;3.847;2.5598;-0.6303;-1.9123;-3.2266;-0.5044;0.42;7056;-21.34;-18.68;22.48;108.46;-42.15;-58.05;5;1010.59;53.644;37.51792;126.765335;37.74;NaN;;1.36;6.062986;89;35 / 43;27011;2021-05-13 12:04:00:622
9.2435;5.941;3.4852;5.8595;7.0062;3.5707;-1.6311;-0.6625;-1.2887;-0.0431;0.3024;2.5876;9419;-2.06;-25.64;32.86;129.52;-54.29;-64.44;5;1010.58;51.825;37.51792;126.765335;37.74;NaN;;1.36;6.062986;89;35 / 43;27508;2021-05-13 12:04:01:119
8.465;6.818;3.0677;6.8962;6.6681;2.037;-1.8582;-1.5172;-0.471;0.7071;1.4246;-1.7364;7553;-4.46;-12.15;41.83;109.03;-42.84;-73.54;5;1010.59;51.438;37.517925;126.76535;37.88;NaN;;1.8;5.887112;90.7;35 / 43;28008;2021-05-13 12:04:01:619
10.8667;5.7856;4.1714;8.0533;4.7782;2.9127;-0.2945;1.1192;0.0284;-0.0112;-0.6078;-1.1648;7879;-17.04;-20.45;31.84;111.86;-33.92;-68.09;5;1010.59;51.71;37.517925;126.76535;37.88;NaN;;1.8;5.887112;90.7;35 / 43;28508;2021-05-13 12:04:02:119
9.7148;5.8893;3.3443;7.2381;5.9263;2.9427;3.2919;-0.2913;0.5115;-0.7173;-1.5256;0.0739;7581;-6.23;-24.64;31.91;126.77;-37.18;-67.88;5;1010.6;52.596;37.51792;126.76538;38.31;NaN;;2.33;5.864885;98;35 / 43;29008;2021-05-13 12:04:02:619
10.3085;3.1738;4.2443;8.2158;4.9357;2.0759;-1.844;0.7628;0.6027;-0.4657;-1.8369;-0.3627;10810;-2.66;-39.72;17.13;154.74;-34.24;-65.75;5;1010.6;55.84;37.51792;126.76538;38.31;NaN;;2.33;5.864885;98;35 / 43;29508;2021-05-13 12:04:03:119
4.4557;6.6815;0.7647;6.1522;7.1736;2.6191;5.1118;-2.024;0.9016;0.9877;1.9787;0.4544;10079;-0.77;-22.58;37.87;126.22;-47.01;-66.94;5;1010.61;53.104;37.517914;126.7654;37.74;NaN;;1.19;5.64266;115.1;35 / 43;30008;2021-05-13 12:04:03:619
7.1369;6.9337;2.0257;6.6283;7.0901;1.4021;2.6827;-1.5465;1.6694;0.4887;1.6162;-2.2954;8715;13.29;-7.88;49.44;115.98;-46.3;-78.06;5;1010.61;51.786;37.517914;126.7654;37.74;NaN;;1.19;5.64266;115.1;35 / 43;30509;2021-05-13 12:04:04:120
9.6508;4.7241;3.3227;8.406;4.8518;1.4031;2.9628;0.0255;2.9095;0.8369;0.4596;-3.9828;9570;7.1;-20;40.82;121.56;-29.65;-80.52;5;1010.61;51.612;37.517902;126.76541;37.95;NaN;;1.57;5.572794;129.5;35 / 43;31008;2021-05-13 12:04:04:619
10.1001;4.851;3.8949;8.8609;3.5018;2.322;2.4948;1.9559;1.5596;-0.092;-2.0436;0.882;9007;-15.51;-27.79;29.22;125.17;-59.15;-68.38;5;1010.61;50.308;37.517902;126.76541;37.95;NaN;;1.57;5.572794;129.5;35 / 43;31508;2021-05-13 12:04:05:119
8.2682;5.9772;2.8029;6.769;6.6873;2.373;1.1387;0.772;-0.3678;-0.3883;-2.4428;2.6972;9865;-0.42;-22.39;40.42;130.43;-58.48;-58.82;5;1010.61;49.748;37.51789;126.765434;39;NaN;;1.93;5.411891;125;33 / 43;32008;2021-05-13 12:04:05:619
4.6521;6.6627;-0.0111;4.6293;8.33;2.3131;0.775;-4.0177;-1.9302;1.5671;0.5181;-1.8448;8924;12.22;20.15;37.18;114.45;-58.15;-63.45;5;1010.61;50.104;37.51789;126.765434;39;NaN;;1.93;5.411891;125;33 / 43;32508;2021-05-13 12:04:06:119
13.5106;5.7425;3.9428;8.7887;3.0885;3.0644;-0.9141;-0.6546;0.024;0.8914;0.6518;-5.4358;9588;6.34;-20.25;32.62;129.65;-18.36;-70.78;5;1010.62;50.853;37.51788;126.76545;40.55;NaN;;1.93;5.662098;123.8;33 / 43;33007;2021-05-13 12:04:06:618
11.099;3.8555;4.168;9.155;3.0257;1.7894;-0.0589;3.0261;1.2927;0.4321;0.6556;0.0369;9438;-8.59;-31.57;28.81;128.65;-35.99;-78.29;5;1010.62;48.65;37.51788;126.76545;40.55;NaN;;1.93;5.662098;123.8;33 / 43;33508;2021-05-13 12:04:07:119
3.8287;6.4146;0.7636;5.0274;8.2362;1.7494;-1.2594;-1.4558;-1.2501;-0.7436;0.3905;0.7752;9363;6.49;-26.49;36.88;131.41;-57.13;-70.81;5;1010.61;47.275;37.51787;126.76546;40.44;NaN;;1.43;5.251472;143.3;33 / 43;34008;2021-05-13 12:04:07:619
2.6618;5.1125;0.714;6.6961;6.693;2.5566;8.2339;-2.6923;2.3559;2.177;0.7269;-4.3838;9777;14.24;-5.47;36.49;107.91;-12.79;-74.47;5;1010.62;46.327;37.51787;126.76546;40.44;NaN;;1.43;5.251472;143.3;33 / 43;34507;2021-05-13 12:04:08:118
10.1884;5.8164;3.475;8.6274;3.3975;3.193;5.8724;1.4991;1.6972;-0.5952;-0.9281;-2.7748;10025;-8.24;-33.41;22.16;139.23;-35.66;-68.62;5;1010.62;55.216;37.517864;126.765465;41.08;NaN;;1.2;5.109271;146.6;33 / 43;35007;2021-05-13 12:04:08:618
4.5395;6.5734;2.4138;6.0779;7.3559;2.2629;-0.4644;-0.8401;0.4327;-1.0716;-1.055;1.5103;13181;9.28;-41.96;-2.8;190.13;-48.6;-69.58;5;1010.62;54.042;37.517864;126.765465;41.08;NaN;;1.2;5.109271;146.6;33 / 43;35508;2021-05-13 12:04:09:119
6.6657;7.1089;1.8166;7.09;6.2019;2.7272;2.2603;-1.0211;0.0621;1.3785;-0.9267;0.2447;9189;13.65;-27.91;25.92;151.78;-39.23;-68.96;5;1010.62;51.553;37.51785;126.76547;40.78;NaN;;1.49;4.872438;165.7;33 / 43;36008;2021-05-13 12:04:09:619
8.4178;6.3468;2.9798;6.8716;6.0678;3.4833;1.9475;-0.5711;-1.0936;-1.1624;-1.9874;-1.0032;8000;14.91;-32.02;19.8;164.1;-40.09;-63.19;5;1010.61;51.258;37.51785;126.76547;40.78;NaN;;1.49;4.872438;165.7;33 / 43;36508;2021-05-13 12:04:10:119
5.7222;5.8992;2.1996;6.7571;6.1652;3.5358;0.8277;1.273;-0.8006;-0.1688;0.3837;0.2839;12499;13.35;-38.08;3.3;185.11;-38.95;-62.38;5;1010.62;54.799;37.517838;126.765465;40.38;NaN;;1.05;4.669515;175;32 / 43;37007;2021-05-13 12:04:10:618
6.1982;7.1585;1.9429;7.6215;5.0602;3.5323;4.1253;-0.3769;0.2209;-0.9074;-0.6942;0.2792;8947;11.49;-36.26;-4.13;193.8;-44.31;-68.05;5;1010.62;51.118;37.517838;126.765465;40.38;NaN;;1.05;4.669515;175;32 / 43;37508;2021-05-13 12:04:11:119
9.3041;6.2852;3.4195;7.324;6.0903;2.3317;1.0872;-0.7988;0.8021;-0.817;1.2542;2.0901;13224;5.23;-34.25;-3.8;190.46;-38.39;-72.34;5;1010.62;56.736;37.517822;126.765465;39.53;NaN;;1;4.472911;198.6;32 / 43;38008;2021-05-13 12:04:11:619
10.2363;4.9485;3.0257;7.531;5.6254;2.7947;1.5145;-0.1458;-0.6363;-0.6777;-0.8264;1.1681;9993;2.02;-36.09;5.85;171.18;-35;-69.64;5;1010.64;56.446;37.517822;126.765465;39.53;NaN;;1;4.472911;198.6;32 / 43;38509;2021-05-13 12:04:12:120
3.7795;6.5515;0.984;5.3648;8.0647;1.5329;-0.6891;-2.6141;0.2167;0.1208;1.2456;1.1728;9774;26.45;-20.51;16.7;165.79;-55.32;-74.05;5;1010.63;53.751;37.517807;126.76545;38.83;NaN;;1.48;4.467648;220;33 / 43;39008;2021-05-13 12:04:12:619
5.6233;6.8516;2.1232;7.8959;5.3412;2.3016;0.8551;-1.1982;0.9357;-0.206;0.5159;-1.4907;10851;15.02;-35.75;5.27;179.11;-33;-73.75;5;1010.62;56.115;37.517807;126.76545;38.83;NaN;;1.48;4.467648;220;33 / 43;39508;2021-05-13 12:04:13:119
4.6093;7.0634;1.5312;7.2843;6.1481;2.3045;3.291;0.5318;1.0128;-0.2273;-0.9378;0.8135;10250;2.08;-40;1.65;177.72;-38.82;-72.44;5;1010.62;56.489;37.517788;126.76544;38.39;NaN;;1.86;4.436989;203;33 / 43;40008;2021-05-13 12:04:13:619
10.7749;7.3231;3.3391;6.7772;6.6453;2.4657;1.9622;-1.9458;0.5397;0.4609;-1.9056;-0.7544;11381;21.92;-34.79;5.74;186.79;-42.34;-62.42;5;1010.63;56.409;37.517788;126.76544;38.39;NaN;;1.86;4.436989;203;33 / 43;40508;2021-05-13 12:04:14:119
4.8793;6.7845;1.1893;7.9346;5.4265;1.9404;1.4594;-2.716;1.3334;1.0383;2.2138;-2.1157;9937;20.75;-31.36;9.34;174.4;-33.6;-76.26;5;1010.65;58.653;37.51777;126.76544;38.33;NaN;;1.49;4.88993;199.9;34 / 43;41009;2021-05-13 12:04:14:620
6.2762;6.7623;1.1;7.1779;6.2091;2.4689;3.6367;1.0175;0.0452;-0.2312;0.6304;-0.4333;8569;16.85;-32.2;16.86;164.66;-39.28;-71.02;5;1010.63;59.862;37.51777;126.76544;38.33;NaN;;1.49;4.88993;199.9;34 / 43;41508;2021-05-13 12:04:15:119
9.8137;5.6121;3.4572;6.9056;6.6087;2.1928;-3.0788;-0.111;-0.5481;-0.1443;-0.0444;1.3901;8903;16.65;-36.32;4.61;180.56;-42.37;-72.38;5;1010.63;55.024;37.517742;126.76544;37.33;NaN;;1.93;4.806636;194.5;34 / 43;42008;2021-05-13 12:04:15:619
