ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);GRAVITY X (m/s²);GRAVITY Y (m/s²);GRAVITY Z (m/s²);LINEAR ACCELERATION X (m/s²);LINEAR ACCELERATION Y (m/s²);LINEAR ACCELERATION Z (m/s²);GYROSCOPE X (rad/s);GYROSCOPE Y (rad/s);GYROSCOPE Z (rad/s);LIGHT (lux);MAGNETIC FIELD X (μT);MAGNETIC FIELD Y (μT);MAGNETIC FIELD Z (μT);ORIENTATION Z (azimuth °);ORIENTATION X (pitch °);ORIENTATION Y (roll °);PROXIMITY (m);ATMOSPHERIC PRESSURE (hPa);SOUND LEVEL (dB);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Altitude-google ( m);LOCATION Altitude-atmospheric pressure ( m);LOCATION Speed ( m/s);LOCATION Accuracy ( m);LOCATION ORIENTATION (°);Satellites in range;Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
-6.6222;6.5995;1.0054;-7.4715;6.2419;1.1774;-0.2193;-0.0438;-0.011;0.1515;-0.2451;0.6376;5802;-7.9;-45.82;-2.24;175.43;-39.53;81.04;5;1010.46;41.673;37.51605;126.7653;35.8;NaN;;0;7.097241;;25 / 42;304008;2021-05-13 12:08:37:619
-7.7014;6.0761;1.2006;-7.7347;5.9116;1.1821;-0.2099;0.1524;0.1104;0.1924;-0.1618;0.4171;6407;-2.17;-47.08;-8.38;167.63;-37.96;80.64;5;1010.46;31.798;37.51605;126.7653;35.8;NaN;;0;7.097241;;25 / 42;304508;2021-05-13 12:08:38:119
-7.8331;6.0055;1.2869;-7.7045;5.9376;1.2472;-0.0644;0.2274;0.0976;0.1219;-0.027;-0.0516;6389;-3.5;-45.32;-3.72;172.81;-40.99;79.69;5;1010.45;38.408;37.516045;126.765305;35.43;NaN;;0;6.561324;;25 / 42;305008;2021-05-13 12:08:38:619
-7.0235;6.4079;1.2845;-7.0523;6.6917;1.2869;0.2192;-0.0366;-0.1089;-0.1698;0.1202;-0.3824;5832;-7.4;-45.74;-6.99;167.95;-42.44;80.36;5;1010.46;41.029;37.516045;126.765305;35.43;NaN;;0;6.561324;;25 / 42;305508;2021-05-13 12:08:39:119
-6.7659;6.5337;1.1455;-7.4144;6.3071;1.1906;-0.165;-0.061;-0.009;-0.1404;0.0401;0.0114;5836;-5.89;-45.14;-4.09;172.62;-40.03;80.88;5;1010.46;36.707;37.516037;126.765305;35.68;NaN;;0;6.590364;;25 / 42;306007;2021-05-13 12:08:39:618
-7.596;6.1348;1.1994;-7.5963;6.0851;1.1994;-0.1776;0.0574;0.0611;0.1376;-0.0899;0.3459;5998;-1.5;-44.76;-2.25;176.56;-38.63;80.58;5;1010.46;37.013;37.516037;126.765305;35.68;NaN;;0;6.590364;;25 / 42;306508;2021-05-13 12:08:40:119
-7.5541;6.1552;1.2965;-7.6006;6.0738;1.2293;-0.098;0.1266;0.084;0.125;-0.0402;0.0249;6349;-3.83;-44.99;-7.58;166.55;-40.62;80.11;5;1010.45;43.194;37.516037;126.765305;35.68;NaN;;0;6.590364;;25 / 42;307008;2021-05-13 12:08:40:619
-7.378;6.2438;1.312;-7.2974;6.4271;1.2687;0.1191;0.0538;0.0165;-0.0246;0.0632;-0.3677;5970;-3.75;-46.6;-2.4;175.9;-42.69;80.16;5;1010.46;40.134;37.516037;126.765305;35.68;NaN;;0;6.590364;;25 / 42;307508;2021-05-13 12:08:41:119
-7.0295;6.4079;1.2665;-7.1572;6.5845;1.2605;0.1405;-0.0355;-0.0394;-0.0998;0.0696;-0.2548;5940;-5.51;-45.3;-1.66;175.45;-41.83;80.5;5;1010.45;39.045;37.516026;126.765305;35.25;NaN;;0;6.772908;;23 / 42;308008;2021-05-13 12:08:41:619
-7.2678;6.3085;1.1384;-7.3782;6.3481;1.1973;-0.0948;-0.0551;-0.0258;-0.0051;-0.0299;0.3072;5935;-3.5;-45.4;-5.52;170.02;-38.69;80.83;5;1010.46;31.807;37.516026;126.765305;35.25;NaN;;0;6.772908;;23 / 42;308508;2021-05-13 12:08:42:119
-7.3924;6.245;1.1587;-7.5018;6.1996;1.2077;-0.1156;0.0252;0.0106;0.0685;-0.0507;0.2388;6282;-3.03;-45.38;-2.27;176.14;-39.23;80.55;5;1010.46;39.626;37.516014;126.76531;35.53;NaN;;0;6.886166;;23 / 42;309008;2021-05-13 12:08:42:619
-7.3636;6.2546;1.2785;-7.3572;6.3586;1.2692;0.0668;0.0579;0.0398;0.0427;0.0085;-0.2517;6263;-4.23;-47.16;-4.4;173.05;-40.42;80.21;5;1010.46;38.955;37.516014;126.76531;35.53;NaN;;0;6.886166;;23 / 42;309508;2021-05-13 12:08:43:119
-7.0295;6.4103;1.2426;-7.2395;6.4918;1.2714;0.1004;-0.0076;-0.0057;-0.031;0.0421;-0.2173;6221;-5.38;-45.13;-3.67;172.51;-41.45;80.04;5;1010.46;37.077;37.51601;126.76531;35.82;NaN;;0;7.023742;;25 / 42;310007;2021-05-13 12:08:43:618
-7.1253;6.372;1.1647;-7.3326;6.3998;1.2029;-0.0446;-0.0498;-0.0417;-0.0619;0.0117;0.1972;5997;-4.95;-45.1;-4.56;171.29;-39.33;80.84;5;1010.45;39.344;37.51601;126.76531;35.82;NaN;;0;7.023742;;25 / 42;310508;2021-05-13 12:08:44:119
-7.4355;6.233;1.1659;-7.4299;6.286;1.2056;-0.0799;0.0024;-0.0214;-0.0097;-0.0068;0.1936;6009;-5.31;-46.54;-4.73;171.6;-39.49;80.66;5;1010.45;36.748;37.51601;126.76531;35.82;NaN;;0;7.023742;;22 / 42;311007;2021-05-13 12:08:44:618
-7.4475;6.2258;1.1994;-7.4666;6.2403;1.2162;-0.0632;0.0485;0.0017;0.0323;-0.0171;0.0829;6195;-3.71;-45.98;-3.19;174.46;-40.18;80.42;5;1010.45;42.845;37.51601;126.76531;35.82;NaN;;0;7.023742;;22 / 42;311507;2021-05-13 12:08:45:118
-7.3948;6.2474;1.2294;-7.3716;6.3468;1.2441;0.0352;0.0466;0.0166;0.05;-0.0128;-0.1481;6181;-4.38;-44.6;-3.91;172.67;-41.4;80.2;5;1010.45;39.754;37.516003;126.76531;36.7;NaN;;0;7.343204;;21 / 42;312008;2021-05-13 12:08:45:619
-7.2091;6.3289;1.2545;-7.2572;6.4784;1.2382;0.0359;-0.0448;-0.0221;-0.042;0.0173;0.0059;6045;-7.8;-46.89;-4.47;172.62;-40.37;80.66;5;1010.45;32.853;37.516003;126.76531;36.7;NaN;;0;7.343204;;21 / 42;312508;2021-05-13 12:08:46:119
-7.1816;6.3504;1.2138;-7.3173;6.413;1.225;-0.016;-0.0378;-0.0199;-0.0452;0.0144;0.1099;6159;-5.52;-47.16;-3.1;174.33;-39.85;80.73;5;1010.45;32.333;37.516003;126.76531;36.7;NaN;;0;7.343204;;22 / 42;313008;2021-05-13 12:08:46:619
-7.3984;6.245;1.1851;-7.4366;6.275;1.221;-0.0368;0.0428;0.0014;0.0182;-0.0103;0.0205;6159;-4.8;-45.1;-7.44;168.22;-39.78;80.68;5;1010.45;32.467;37.516003;126.76531;36.7;NaN;;0;7.343204;;22 / 42;313508;2021-05-13 12:08:47:119
-7.4008;6.251;1.2006;-7.3955;6.3213;1.2321;0.0041;0.0413;0.0077;0.0276;-0.0097;-0.0776;6159;-5.84;-45.37;-7.54;166.64;-40.14;80.54;5;1010.45;33.891;37.516003;126.76531;36.7;NaN;;0;7.343204;;25 / 42;314008;2021-05-13 12:08:47:619
-7.1828;6.342;1.2306;-7.3357;6.3888;1.2413;0.0396;0.0197;0.0027;0.02;-0.004;-0.1225;6159;-7.51;-45.15;-8.56;164.97;-41.21;80.3;5;1010.45;49.955;37.516003;126.76531;36.7;NaN;;0;7.343204;;25 / 42;314508;2021-05-13 12:08:48:119
-7.178;6.3492;1.2162;-7.3427;6.3827;1.2314;-0.0246;-0.0203;-0.0094;-0.0181;0.003;0.1032;6159;-6.72;-45.07;-8.34;166.54;-40.61;80.48;5;1010.45;35.327;37.516;126.765305;37.8;NaN;;0;6.758845;;26 / 42;315008;2021-05-13 12:08:48:619
-7.281;6.3001;1.2282;-7.3923;6.3259;1.2279;-0.0407;0.0034;-0.0055;-0.006;-0.0027;0.1051;6159;-5.67;-45.3;-3.18;174.06;-40.17;80.57;5;1010.45;38.093;37.516;126.765305;37.8;NaN;;0;6.758845;;26 / 42;315508;2021-05-13 12:08:49:119
-7.3133;6.2857;1.2102;-7.415;6.2992;1.228;-0.0374;0.026;0.0021;0.0017;-0.0045;0.0539;6159;-4.49;-47.08;-4.56;171.64;-39.97;80.6;5;1010.45;38.418;37.516;126.765305;37.8;NaN;;0;6.758845;;24 / 42;316008;2021-05-13 12:08:49:619
-7.3672;6.2642;1.2162;-7.327;6.3989;1.2409;0.0397;0.0119;0.0013;0.008;-0.001;-0.0994;6159;-5.82;-45.89;-3.41;174.08;-41.07;80.36;5;1010.45;39.907;37.516;126.765305;37.8;NaN;;0;6.758845;;24 / 42;316509;2021-05-13 12:08:50:120
-7.6966;5.6342;0.9635;-7.2963;6.4406;1.2049;0.0246;-0.0538;-0.0544;-0.0715;-0.0644;-0.1571;6159;-5.95;-45.77;-3.75;172.62;-40.77;80.3;5;1010.45;48.806;37.516;126.765305;37.8;NaN;;0;6.758845;;24 / 42;317008;2021-05-13 12:08:50:619
-6.9827;6.4905;1.0689;-7.3483;6.3744;1.2413;0.3277;0.2577;-0.1457;-0.0414;0.017;-0.0513;6159;-7.63;-46.42;-7.44;168.19;-40.49;80.47;5;1010.45;47.489;37.516;126.765305;37.8;NaN;;0;6.758845;;24 / 42;317508;2021-05-13 12:08:51:119
-6.9983;6.4582;1.3587;-7.3796;6.3421;1.2206;-0.1864;-0.0856;0.0407;-0.1156;0.0492;0.0796;6159;-5.6;-45.69;-3.98;172.67;-40.48;80.43;5;1010.45;30.012;37.516003;126.7653;38.13;NaN;;0;7.460184;;24 / 42;318008;2021-05-13 12:08:51:619
-7.4223;6.2223;1.3001;-7.3248;6.4024;1.2357;0.1283;0.0629;-0.0875;0.0296;-0.0542;-0.0938;6384;-6.09;-46.59;-7.46;168.4;-40.97;80.21;5;1010.45;30.054;37.516003;126.7653;38.13;NaN;;0;7.460184;;24 / 42;318507;2021-05-13 12:08:52:118
-7.2379;6.3217;1.2486;-7.3766;6.3419;1.2398;-0.0802;-0.0187;0.0069;-0.0197;0.0241;0.0418;6164;-7.33;-46.49;-7.06;168.26;-40.29;80.46;5;1010.45;29.688;37.516003;126.7653;38.13;NaN;;0;7.460184;;24 / 41;319008;2021-05-13 12:08:52:619
-7.2343;6.3181;1.2605;-7.3356;6.3908;1.2316;-0.0118;-0.018;0.0631;0.0016;0.0159;0.021;6164;-7.07;-45.57;-6.58;168.21;-40.67;80.47;5;1010.44;31.002;37.516003;126.7653;38.13;NaN;;0;7.460184;;24 / 41;319508;2021-05-13 12:08:53:119
-7.2714;6.3061;1.1875;-7.3517;6.3682;1.2527;-0.0129;0.0044;-0.0078;0.0169;-0.0218;-0.0108;6164;-5.18;-46.28;-6.93;168.33;-40.58;80.56;5;1010.45;30.146;37.516006;126.76529;37.71;NaN;;0;8.30432;;24 / 42;320008;2021-05-13 12:08:53:619
-7.2534;6.3217;1.197;-7.3373;6.3892;1.2302;0.012;0.0031;-0.0068;-0.0042;-0.0217;-0.0145;6164;-7.84;-46.48;-7.53;166.8;-40.62;80.64;5;1010.45;28.707;37.516006;126.76529;37.71;NaN;;0;8.30432;;24 / 42;320508;2021-05-13 12:08:54:119
-7.2462;6.3205;1.1947;-7.3416;6.3849;1.2262;-0.0054;-0.0048;-0.0277;-0.0167;0.0212;0.0049;6164;-5.97;-46.41;-2.71;174.15;-40.53;80.53;5;1010.45;30.004;37.516006;126.76529;37.71;NaN;;0;8.30432;;22 / 42;321008;2021-05-13 12:08:54:619
-7.2606;6.3085;1.1958;-7.3574;6.3674;1.2228;-0.0046;0.0057;-0.0171;0.0051;0.0054;0.0129;6164;-6.95;-45.57;-7.96;166.83;-40.49;80.56;5;1010.45;29.826;37.516006;126.76529;37.71;NaN;;0;8.30432;;22 / 42;321508;2021-05-13 12:08:55:119
-7.263;6.3097;1.2042;-7.3518;6.3747;1.2186;-0.0024;0.0093;0.0047;0.0115;-7.00E-04;0.0109;6164;-7.16;-46.14;-7.61;166.82;-40.48;80.53;5;1010.45;30.211;37.516006;126.76529;37.71;NaN;;0;8.30432;;23 / 42;322008;2021-05-13 12:08:55:619
-7.2858;6.3037;1.2054;-7.3609;6.3643;1.2178;1.00E-04;0.0087;0.0055;0.009;-0.0022;-8.00E-04;6164;-6.59;-45.86;-7.34;168.24;-40.56;80.57;5;1010.45;30.542;37.516006;126.76529;37.71;NaN;;0;8.30432;;23 / 42;322508;2021-05-13 12:08:56:119
-7.2786;6.2977;1.203;-7.3579;6.3665;1.2248;0.0051;0.0058;0.0119;0.021;-0.0092;-0.0136;6164;-7.08;-45.39;-9.33;165.11;-40.58;80.56;5;1010.45;30.354;37.516006;126.76529;37.71;NaN;;0;8.30432;;23 / 42;323008;2021-05-13 12:08:56:619
-7.2546;6.3085;1.2174;-7.3481;6.3789;1.2188;0.0079;0.0027;2.00E-04;-0.0108;-0.002;-0.0049;6164;-6.74;-45.97;-2.68;174.01;-40.58;80.58;5;1010.45;29.397;37.516006;126.76529;37.71;NaN;;0;8.30432;;23 / 42;323508;2021-05-13 12:08:57:119
-7.2582;6.3073;1.2138;-7.3476;6.3799;1.2165;0.0049;8.00E-04;-0.0081;-0.0159;0.003;-0.0017;6164;-8.09;-46.13;-7.9;166.82;-40.53;80.66;5;1010.45;29.522;37.516006;126.76529;37.71;NaN;;0;8.30432;;22 / 42;324008;2021-05-13 12:08:57:619
-7.2846;6.2953;1.2018;-7.3701;6.3545;1.2136;-0.0053;0.0065;-0.0073;-0.0167;1.00E-04;0.0141;6164;-6.54;-45.61;-5.02;171.15;-40.42;80.67;5;1010.45;29.71;37.516006;126.76529;37.71;NaN;;0;8.30432;;22 / 42;324509;2021-05-13 12:08:58:120
-7.2894;6.2953;1.1935;-7.3662;6.3587;1.2153;0.002;0.0133;0.0035;-0.0027;-0.0095;-0.0059;6164;-8.34;-46.66;-7.56;167.05;-40.55;80.61;5;1010.45;29.754;37.516006;126.76529;37.71;NaN;;0;8.30432;;20 / 42;325008;2021-05-13 12:08:58:619
-7.263;6.3109;1.1935;-7.3427;6.3859;1.2146;0.0122;0;-2.00E-04;0.0081;-0.0096;-0.0172;6164;-8.13;-46.47;-8.42;166.79;-40.63;80.61;5;1010.45;30.884;37.516006;126.76529;37.71;NaN;;0;8.30432;;20 / 42;325508;2021-05-13 12:08:59:119
-7.2738;6.3073;1.2006;-7.3385;6.3903;1.2168;0.0048;-0.0032;-0.0077;4.00E-04;0.0016;-0.0044;6164;-6.02;-46.14;-4.07;172.67;-40.66;80.59;5;1010.45;31.343;37.516;126.7653;36.32;NaN;;0;7.259321;;20 / 42;326011;2021-05-13 12:08:59:622
-7.2678;6.3133;1.1958;-7.3429;6.386;1.2132;0.0014;-0.0049;-0.0029;-0.0012;0.0044;0.0127;6164;-4.02;-45.66;-2.72;174.46;-40.46;80.65;5;1010.45;32.429;37.516;126.7653;36.32;NaN;;0;7.259321;;20 / 42;326508;2021-05-13 12:09:00:119
-7.2834;6.3037;1.2078;-7.3616;6.3652;1.2088;-0.0087;0.0039;0.0034;-0.0019;-9.00E-04;0.0207;6164;-6.03;-46.21;-4.64;171.24;-40.45;80.67;5;1010.45;31.171;37.516003;126.7653;35.6;NaN;;0;7.060894;;21 / 42;327009;2021-05-13 12:09:00:620
-7.2834;6.3001;1.197;-7.3561;6.3721;1.2063;0.0036;0.0048;0.0047;-0.0015;0.0024;-0.0157;6164;-7.21;-46.18;-3.32;174.03;-40.52;80.69;5;1010.45;30.301;37.516003;126.7653;35.6;NaN;;0;7.060894;;21 / 42;327508;2021-05-13 12:09:01:119
-7.263;6.3085;1.2042;-7.3488;6.3793;1.2124;0.008;0.0021;0.0043;0.0054;-0.0073;-0.0169;6164;-6.29;-45.32;-5.98;169.55;-40.58;80.63;5;1010.45;30.902;37.515995;126.765305;35.47;NaN;;0;6.851336;;21 / 42;328008;2021-05-13 12:09:01:619
-7.2618;6.3049;1.2006;-7.3498;6.379;1.2082;-5.00E-04;-0.0023;0.0025;-0.0124;-0.0055;0.0078;6164;-7.6;-46.4;-7.7;166.84;-40.49;80.76;5;1010.45;31.426;37.515995;126.765305;35.47;NaN;;0;6.851336;;21 / 42;328508;2021-05-13 12:09:02:119
-7.2678;6.3037;1.2066;-7.3547;6.3721;1.2142;-0.0036;9.00E-04;-0.0066;-0.0121;0.0059;0.0125;6164;-7.74;-45.53;-4.83;171.07;-40.49;80.73;5;1010.45;32.35;37.515995;126.765305;35.47;NaN;;0;6.851336;;22 / 42;329007;2021-05-13 12:09:02:618
-7.281;6.3001;1.2018;-7.3595;6.3672;1.2114;-0.0056;0.0019;0.0037;-0.0063;0.0058;0.0122;6164;-7.12;-45.88;-7.64;166.84;-40.49;80.65;5;1010.45;30.878;37.515995;126.765305;35.47;NaN;;0;6.851336;;22 / 42;329508;2021-05-13 12:09:03:119
-7.281;6.2953;1.2042;-7.3605;6.366;1.211;-0.0032;0.0026;0.0076;-0.0083;0.0062;-0.0042;6164;-7.15;-45.14;-3.31;173.91;-40.53;80.67;5;1010.45;33.817;37.51599;126.76532;35.52;NaN;;0;6.425357;;20 / 42;330008;2021-05-13 12:09:03:619
-7.269;6.2989;1.203;-7.3496;6.3787;1.2111;0.009;5.00E-04;-0.002;-0.0115;0.0023;-0.015;6164;-9.22;-46.61;-6.6;168.39;-40.58;80.64;5;1010.45;32.236;37.51599;126.76532;35.52;NaN;;0;6.425357;;20 / 42;330508;2021-05-13 12:09:04:119
-7.251;6.3145;1.1982;-7.3442;6.3848;1.2113;0.0075;-0.0015;-0.0032;-0.0089;0.0082;-0.0068;6164;-8.86;-45.75;-8.81;165.43;-40.58;80.68;5;1010.45;31.94;37.51599;126.76532;35.52;NaN;;0;6.425357;;20 / 42;331008;2021-05-13 12:09:04:619
-7.2606;6.3097;1.1875;-7.3556;6.3725;1.2073;-0.0114;-0.0042;-0.0064;-0.0085;0.007;0.0152;6164;-6.13;-44.54;-4.04;172.55;-40.53;80.68;5;1010.45;33.227;37.51599;126.76532;35.52;NaN;;0;6.425357;;20 / 42;331507;2021-05-13 12:09:05:118
-7.2858;6.2977;1.1947;-7.3623;6.365;1.2055;-6.00E-04;0.0042;-4.00E-04;-0.0024;3.00E-04;0.0034;6164;-8.62;-47.1;-9.36;165.69;-40.53;80.65;5;1010.45;33.189;37.515987;126.76533;36.41;NaN;;0;5.76429;;20 / 42;332008;2021-05-13 12:09:05:619
-5.779;6.8762;0.8784;-6.2115;7.5297;0.9438;1.0126;-0.2377;-0.0305;0.5105;-1.2586;-0.9102;4922;-15.91;-46.9;-2.45;174.05;-50.16;81.36;5;1010.45;44.849;37.515987;126.76533;36.41;NaN;;0;5.76429;;20 / 42;332508;2021-05-13 12:09:06:119
-8.0379;6.5349;2.0846;-8.0896;4.9504;2.4943;-1.4375;-0.6085;-0.4314;0.4793;-0.9607;-0.9532;3805;9.55;-37.88;18.52;215.77;-33.55;74.79;5;1010.45;44.259;37.515987;126.76533;36.41;NaN;;0;5.76429;;22 / 42;333008;2021-05-13 12:09:06:619
-7.7996;6.0258;1.8917;-5.6179;6.7872;4.3062;-0.5766;-0.2405;-3.1629;-1.3923;1.2685;-0.2474;5740;8.46;-54.41;37.3;214.31;-43.8;52.53;5;1010.45;37.603;37.515987;126.76533;36.41;NaN;;0;5.76429;;22 / 42;333508;2021-05-13 12:09:07:119
-7.2798;6.875;-0.0187;-7.0312;6.8344;0.1537;-0.0604;-0.4275;0.4872;0.0271;-2.53;0.1734;3772;-19.14;-49.62;10.57;194.45;-42.87;94.94;5;1010.45;39.358;37.515995;126.765335;36.21;NaN;;0;5.199221;;22 / 42;334008;2021-05-13 12:09:07:619
-7.8739;5.5515;1.6989;-7.486;6.2585;0.9802;-0.0283;-0.0506;0.1718;-0.0461;-0.599;0.2205;3772;-12.25;-49.91;14.74;197.29;-41.3;86.87;5;1010.45;38.199;37.515995;126.765335;36.21;NaN;;0;5.199221;;22 / 42;334508;2021-05-13 12:09:08:119
-9.2752;4.8077;1.9169;-8.1193;5.1433;1.9476;-1.165;0.2161;0.3339;0.6952;0.4465;0.9195;3610;-6.4;-57.94;18.99;197;-38.2;71.63;5;1010.45;46.804;37.515995;126.765335;36.21;NaN;;0;5.199221;;23 / 42;335008;2021-05-13 12:09:08:619
-9.7004;7.4451;2.0283;-8.2822;4.8686;1.9677;2.7395;0.9802;-0.6385;-0.5448;1.2798;-2.4432;3740;8.19;-42.72;3.84;189.61;-29.77;76.64;5;1010.45;34.378;37.515995;126.765335;36.21;NaN;;0;5.199221;;23 / 42;335508;2021-05-13 12:09:09:119
-7.8367;9.2813;0.4233;-7.5303;5.8968;2.1664;1.5005;0.8228;-0.9224;-0.9392;-1.3922;-1.4402;4401;-5.69;-37.76;11.84;202.03;-46.27;92.37;5;1010.45;46.092;37.515995;126.765335;36.21;NaN;;0;5.199221;;23 / 42;336007;2021-05-13 12:09:09:618
-7.1935;5.0329;1.1935;-6.4249;7.4045;0.2518;-3.1951;-1.915;1.0274;0.6162;1.6596;-0.2747;4401;-6.94;-36.27;6.71;193.01;-49.03;87.76;5;1010.45;44.639;37.515995;126.765335;36.21;NaN;;0;5.199221;;23 / 42;336509;2021-05-13 12:09:10:120
-7.4726;7.396;2.0906;-6.5295;7.3126;0.2488;-0.4329;-0.185;1.0071;1.47;1.1953;0.8391;5353;-4.59;-30.71;10.95;195.32;-27.26;69.89;5;1010.45;44.929;37.515995;126.765335;36.21;NaN;;0;5.199221;;23 / 42;337008;2021-05-13 12:09:10:619
-7.8475;6.9589;1.8834;-7.7518;5.4135;2.6026;0.2448;-0.2675;0.6256;-1.3099;4.8401;3.9687;5177;-6.91;-37.85;-4.44;170.14;-33.51;71.44;5;1010.44;50.494;37.515995;126.765335;36.21;NaN;;0;5.199221;;23 / 42;337508;2021-05-13 12:09:11:119
-10.364;3.3776;1.209;-9.2295;3.2724;-0.5271;-0.4225;1.3235;0.6657;2.5232;-3.6935;-2.2052;8841;20.23;-29.94;-15.54;97.85;-52.2;87.71;5;1010.44;45.35;37.51599;126.76533;36.29;NaN;;1.32;5.626613;186;23 / 42;338008;2021-05-13 12:09:11:619
-4.3657;5.6162;-2.3075;-6.8905;6.8494;-1.3334;-2.8162;-2.2789;0.8014;0.3562;-4.1663;-0.0922;5101;27.15;-20.32;26.36;290.56;-44.3;100.95;5;1010.43;48.008;37.51599;126.76533;36.29;NaN;;1.32;5.626613;186;23 / 42;338508;2021-05-13 12:09:12:119
-12.1773;7.2787;2.2379;-7.7537;5.9961;-0.3127;-3.5599;-3.4085;2.2841;-3.0058;3.2408;2.8922;4476;-3.57;-37.39;9.79;197.88;-37.69;92.31;5;1010.42;53.353;37.515972;126.76534;36.59;NaN;;2.43;5.914464;161.5;19 / 42;339009;2021-05-13 12:09:12:620
-7.0857;4.5299;-0.154;-9.0041;3.8854;0.0029;0.9273;1.048;1.2129;2.9794;-0.8035;0.5512;5214;12.53;-32.51;-0.9;177.73;-23.34;89.98;5;1010.42;50.561;37.515972;126.76534;36.59;NaN;;2.43;5.914464;161.5;19 / 42;339508;2021-05-13 12:09:13:119
-12.1498;3.731;-1.3805;-7.927;5.7204;-0.7813;2.2559;0.6175;0.0077;-2.5825;-2.5349;-3.5258;4525;3.26;-22.73;24.37;265.21;-59.72;110.88;5;1010.41;50.592;37.515965;126.76533;36.05;NaN;;1.48;5.516843;190.4;19 / 42;340008;2021-05-13 12:09:13:619
-1.8432;6.0618;-1.1984;-4.6378;8.5102;1.4958;-2.2427;-1.9837;-0.2167;-1.3378;3.1824;1.5066;6143;-18.45;-31.42;-20.33;135.44;-60.2;72.12;5;1010.41;52.606;37.515965;126.76533;36.05;NaN;;1.48;5.516843;190.4;19 / 42;340508;2021-05-13 12:09:14:119
-14.2854;5.2808;2.1121;-9.5448;1.926;1.1651;-3.428;-0.4442;1.1544;2.5917;-2.8533;1.373;3855;23.76;-31.92;-3.53;177.71;-11.33;83.04;5;1010.39;57.06;37.515957;126.76531;36.25;NaN;;2.84;5.425887;253.2;18 / 42;341008;2021-05-13 12:09:14:619
-6.3539;3.7501;0.5479;-8.1905;4.3387;3.2034;-0.729;0.1346;-1.7353;-0.4968;2.8645;2.7247;3090;28.61;-29.57;3.15;220.87;-26.26;68.64;5;1010.4;56.016;37.515957;126.76531;36.25;NaN;;2.84;5.425887;253.2;18 / 42;341507;2021-05-13 12:09:15:118
-9.1123;1.2732;0.6545;-7.8511;4.2126;4.0969;-3.1467;-1.0457;-2.118;-0.6087;-1.797;0.2424;4339;18.44;-34.01;-1.23;181.87;-29.91;84.7;5;1010.39;57.461;37.51594;126.76529;37.1;NaN;;1.91;5.432934;239.3;21 / 42;342008;2021-05-13 12:09:15:619
-10.001;2.8446;0.6485;-5.871;7.3807;-2.6883;3.8693;0.107;-0.3826;-0.0371;-3.5796;-4.0688;5703;7.51;-34.46;-7.5;151.36;-48.82;114.6;5;1010.38;56.483;37.51594;126.76529;37.1;NaN;;1.91;5.432934;239.3;21 / 42;342508;2021-05-13 12:09:16:119
-4.8412;3.4782;0.0496;-5.6698;7.0586;-3.7682;2.3492;1.411;0.7237;0.9189;-2.2566;-2.7144;4712;-10.07;-27.51;-4.68;160.46;-48.76;86.01;5;1010.36;54.664;37.515926;126.76528;37;NaN;;2.01;5.302635;206.8;26 / 42;343008;2021-05-13 12:09:16:619
-6.0389;10.3449;3.6848;-5.9821;6.9838;3.4075;-2.5597;-1.1131;-2.0517;0.6316;7.2862;3.6638;13736;-21.62;-27.36;-47.22;107.19;-45.41;60.33;5;1010.34;51.969;37.515926;126.76528;37;NaN;;2.01;5.302635;206.8;26 / 42;343507;2021-05-13 12:09:17:118
-8.3661;5.7887;-1.4931;-6.1538;3.3665;6.8534;1.2767;-2.5832;-4.0732;0.7377;5.1677;2.7527;20350;11.78;-43.65;-7.22;173.16;-20.63;78.13;5;1010.32;58.182;37.51591;126.76528;36.36;NaN;;1.64;5.927186;198.9;26 / 42;344009;2021-05-13 12:09:17:620
-18.1409;6.0462;-0.469;-5.4561;7.9353;-1.8527;4.0572;-0.2255;3.9971;0.2945;-3.9849;-6.6014;28676;10.27;-26.9;-37.19;114.99;-54.02;108.76;5;1010.32;57.445;37.51591;126.76528;36.36;NaN;;1.64;5.927186;198.9;26 / 42;344508;2021-05-13 12:09:18:119
-8.0272;7.6296;-2.5076;-2.2049;9.5359;-0.613;2.6608;-1.5977;1.5748;-1.0719;-0.7084;-4.0646;15338;13.42;14.69;-10.18;45.09;-76.5;105.54;5;1010.3;53.015;37.515896;126.76527;36.86;NaN;;1.81;6.402519;208.5;26 / 42;345008;2021-05-13 12:09:18:619
-0.4239;6.8607;4.001;-4.8799;8.4796;-0.6727;1.1607;-1.9375;3.8847;1.7704;0.961;3.6189;25999;-5.88;-22.94;-33.02;123.92;-7.8;76.29;5;1010.31;54.228;37.515896;126.76527;36.86;NaN;;1.81;6.402519;208.5;26 / 42;345508;2021-05-13 12:09:19:119
-7.4774;0.3773;-0.4678;-7.0174;3.8354;5.676;0.8703;1.6627;-4.3005;-1.0075;1.6924;-2.111;14835;15.78;-33;-24.44;156.32;-23.02;51.03;5;1010.3;53.95;37.515873;126.76526;37.56;NaN;;2.29;6.286806;207.5;27 / 42;346008;2021-05-13 12:09:19:619
