# Time [sec], X [m], Y [m], Theta [rad], LinVel [m/s], AngVel [rad/s]
0.000116, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.009670, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.019637, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.029648, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.039797, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.049630, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.059729, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.069729, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.079640, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.089639, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.099741, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.109627, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.119640, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.129639, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.139981, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.149652, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.159643, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.170529, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.179631, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.189667, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.199631, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.209629, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.219673, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.229634, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.239629, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.249691, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.259633, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.269634, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.280319, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.289783, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.299632, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.309631, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.319688, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.329632, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.339630, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.349626, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.359623, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.369679, 0.000050, 0.000000, 0.000001, 0.000000, 0.000000
0.379647, 0.000198, 0.000000, 0.000005, 0.000000, 0.000000
0.389634, 0.000450, 0.000000, 0.000011, 0.000000, 0.000000
0.399643, 0.001254, 0.000000, 0.000032, 0.000000, 0.000000
0.409628, 0.001790, 0.000000, 0.000045, 0.000000, 0.000000
0.419704, 0.001790, 0.000000, 0.000045, 0.000000, 0.000000
0.429632, 0.002438, 0.000000, 0.000061, 0.000000, 0.000000
0.439686, 0.003185, 0.000000, 0.000080, 0.000000, 0.000000
0.449671, 0.004975, 0.000000, 0.000125, 0.000000, 0.000000
0.459626, 0.006019, 0.000000, 0.000151, 0.000000, 0.000000
0.469626, 0.007165, 0.000001, 0.000180, 0.000000, 0.000000
0.479630, 0.008407, 0.000001, 0.000211, 0.000000, 0.000000
0.489633, 0.008407, 0.000001, 0.000211, 0.000000, 0.000000
0.499635, 0.009752, 0.000001, 0.000245, 0.000000, 0.000000
0.509647, 0.011196, 0.000002, 0.000281, 0.000000, 0.000000
0.519743, 0.012739, 0.000002, 0.000320, 0.000000, 0.000000
0.529631, 0.016117, 0.000003, 0.000405, 0.000000, 0.000000
0.539687, 0.016117, 0.000003, 0.000405, 0.000000, 0.000000
0.549629, 0.017965, 0.000004, 0.000451, 0.000000, 0.000000
0.559623, 0.021938, 0.000006, 0.000551, 0.000000, 0.000000
0.569915, 0.021938, 0.000006, 0.000551, 0.000000, 0.000000
0.579691, 0.026319, 0.000009, 0.000661, 0.000000, 0.000000
0.589632, 0.028658, 0.000010, 0.000720, 0.000000, 0.000000
0.599645, 0.031095, 0.000012, 0.000781, 0.000000, 0.000000
0.609637, 0.031095, 0.000012, 0.000781, 0.000000, 0.000000
0.619643, 0.033698, 0.000014, 0.000847, 0.000000, 0.000000
0.629653, 0.039003, 0.000019, 0.000980, 0.000000, 0.000000
0.640084, 0.039003, 0.000019, 0.000980, 0.000000, 0.000000
0.649668, 0.041842, 0.000022, 0.001051, 0.000000, 0.000000
0.659637, 0.044775, 0.000025, 0.001125, 0.000000, 0.000000
0.669896, 0.047819, 0.000029, 0.001201, 0.000000, 0.000000
0.679433, 0.053961, 0.000037, 0.001356, 0.000000, 0.000000
0.689487, 0.053961, 0.000037, 0.001356, 0.000000, 0.000000
0.699454, 0.057146, 0.000041, 0.001436, 0.000000, 0.000000
0.709450, 0.064051, 0.000052, 0.001609, 0.000000, 0.000000
0.720025, 0.067673, 0.000058, 0.001700, 0.000000, 0.000000
0.729519, 0.071394, 0.000064, 0.001794, 0.000000, 0.000000
0.739510, 0.075210, 0.000071, 0.001890, 0.000000, 0.000000
0.749456, 0.075210, 0.000071, 0.001890, 0.000000, 0.000000
0.759449, 0.079129, 0.000079, 0.001988, 0.000000, 0.000000
0.769506, 0.083180, 0.000087, 0.002090, 0.000000, 0.000000
0.779443, 0.087268, 0.000096, 0.002193, 0.000000, 0.000000
0.789474, 0.095799, 0.000115, 0.002407, 0.000000, 0.000000
0.799449, 0.095799, 0.000115, 0.002407, 0.000000, 0.000000
0.809442, 0.100213, 0.000126, 0.002518, 0.000000, 0.000000
0.819453, 0.104730, 0.000138, 0.002631, 0.000000, 0.000000
0.829455, 0.109346, 0.000150, 0.002747, 0.000000, 0.000000
0.839448, 0.118871, 0.000178, 0.002987, 0.000000, 0.000000
0.849456, 0.123788, 0.000193, 0.003110, 0.000000, 0.000000
0.859439, 0.128800, 0.000208, 0.003236, 0.000000, 0.000000
0.869505, 0.128800, 0.000208, 0.003236, 0.000000, 0.000000
0.879706, 0.139125, 0.000243, 0.003496, 0.000000, 0.000000
0.889487, 0.139125, 0.000243, 0.003496, 0.000000, 0.000000
0.899450, 0.144438, 0.000262, 0.003629, 0.000000, 0.000000
0.909443, 0.149846, 0.000282, 0.003765, 0.000000, 0.000000
0.919528, 0.155362, 0.000303, 0.003904, 0.000000, 0.000000
0.929450, 0.160972, 0.000326, 0.004045, 0.000000, 0.000000
0.939795, 0.172493, 0.000374, 0.004334, 0.000000, 0.000000
0.949510, 0.172493, 0.000374, 0.004334, 0.000000, 0.000000
0.959449, 0.184407, 0.000427, 0.004633, 0.000000, 0.000000
0.969492, 0.184407, 0.000427, 0.004633, 0.000000, 0.000000
0.979441, 0.196716, 0.000486, 0.004943, 0.000000, 0.000000
0.989523, 0.203023, 0.000518, 0.005101, 0.000000, 0.000000
0.999528, 0.203023, 0.000518, 0.005101, 0.000000, 0.000000
1.009646, 0.209430, 0.000551, 0.005262, 0.000000, 0.000000
1.019453, 0.215935, 0.000586, 0.005426, 0.000000, 0.000000
1.029607, 0.222605, 0.000623, 0.005593, 0.000000, 0.000000
1.039449, 0.229317, 0.000661, 0.005762, 0.000000, 0.000000
1.049554, 0.243647, 0.000746, 0.006122, 0.000000, 0.000000
1.059449, 0.243647, 0.000746, 0.006122, 0.000000, 0.000000
1.069630, 0.257767, 0.000835, 0.006477, 0.000000, 0.000000
1.079450, 0.257767, 0.000835, 0.006477, 0.000000, 0.000000
1.089956, 0.265155, 0.000883, 0.006662, 0.000000, 0.000000
1.099448, 0.272490, 0.000933, 0.006847, 0.000000, 0.000000
1.109485, 0.287761, 0.001040, 0.007230, 0.000000, 0.000000
1.119496, 0.287761, 0.001040, 0.007230, 0.000000, 0.000000
1.129448, 0.295260, 0.001095, 0.007419, 0.000000, 0.000000
1.139450, 0.310341, 0.001210, 0.007798, 0.000000, 0.000000
1.149491, 0.310341, 0.001210, 0.007798, 0.000000, 0.000000
1.159841, 0.318311, 0.001273, 0.007998, 0.000000, 0.000000
1.169788, 0.334390, 0.001405, 0.008402, 0.000000, 0.000000
1.179438, 0.342570, 0.001474, 0.008607, 0.000000, 0.000000
1.189647, 0.350878, 0.001547, 0.008816, 0.000000, 0.000000
1.199465, 0.359285, 0.001622, 0.009027, 0.000000, 0.000000
1.209453, 0.359285, 0.001622, 0.009027, 0.000000, 0.000000
1.219454, 0.376399, 0.001780, 0.009457, 0.000000, 0.000000
1.229441, 0.385119, 0.001863, 0.009677, 0.000000, 0.000000
1.239450, 0.385119, 0.001863, 0.009677, 0.000000, 0.000000
1.249448, 0.402807, 0.002038, 0.010121, 0.000000, 0.000000
1.259444, 0.402807, 0.002038, 0.010121, 0.000000, 0.000000
1.269468, 0.420907, 0.002226, 0.010576, 0.000000, 0.000000
1.279480, 0.420907, 0.002226, 0.010576, 0.000000, 0.000000
1.289449, 0.430176, 0.002325, 0.010809, 0.000000, 0.000000
1.299445, 0.448808, 0.002531, 0.011277, 0.000000, 0.000000
1.309491, 0.458349, 0.002639, 0.011517, 0.000000, 0.000000
1.319441, 0.467907, 0.002751, 0.011757, 0.000000, 0.000000
1.329441, 0.477604, 0.002866, 0.012000, 0.000000, 0.000000
1.339456, 0.487467, 0.002985, 0.012248, 0.000000, 0.000000
1.349448, 0.487467, 0.002985, 0.012248, 0.000000, 0.000000
1.359605, 0.507227, 0.003229, 0.012446, 0.000000, 0.000000
1.369442, 0.507227, 0.003229, 0.012446, 0.000000, 0.000000
1.379444, 0.517173, 0.003353, 0.012397, 0.000000, 0.000000
1.389451, 0.527118, 0.003476, 0.012337, 0.000000, 0.000000
1.399442, 0.537071, 0.003598, 0.012278, 0.000000, 0.000000
1.409453, 0.547117, 0.003721, 0.012210, 0.000000, 0.000000
1.419523, 0.557000, 0.003842, 0.012129, 0.000000, 0.000000
1.429445, 0.576866, 0.004081, 0.011978, 0.000000, 0.000000
1.439452, 0.576866, 0.004081, 0.011978, 0.000000, 0.000000
1.449437, 0.596764, 0.004319, 0.011880, 0.000000, 0.000000
1.459450, 0.596764, 0.004319, 0.011880, 0.000000, 0.000000
1.469453, 0.606721, 0.004437, 0.011821, 0.000000, 0.000000
1.479457, 0.626623, 0.004670, 0.011682, 0.000000, 0.000000
1.489445, 0.636570, 0.004786, 0.011612, 0.000000, 0.000000
1.499448, 0.646515, 0.004901, 0.011532, 0.000000, 0.000000
1.509502, 0.646515, 0.004901, 0.011532, 0.000000, 0.000000
1.519452, 0.666406, 0.005129, 0.011341, 0.000000, 0.000000
1.529447, 0.676364, 0.005241, 0.011261, 0.000000, 0.000000
1.539442, 0.686308, 0.005353, 0.011201, 0.000000, 0.000000
1.549438, 0.686308, 0.005353, 0.011201, 0.000000, 0.000000
1.559442, 0.696259, 0.005464, 0.011132, 0.000000, 0.000000
1.569440, 0.706206, 0.005575, 0.011062, 0.000000, 0.000000
1.579446, 0.716157, 0.005684, 0.010992, 0.000000, 0.000000
1.589445, 0.726102, 0.005793, 0.010912, 0.000000, 0.000000
1.599450, 0.736216, 0.005903, 0.010836, 0.000000, 0.000000
1.609465, 0.746122, 0.006010, 0.010745, 0.000000, 0.000000
1.619447, 0.765902, 0.006221, 0.010551, 0.000000, 0.000000
1.629448, 0.765902, 0.006221, 0.010551, 0.000000, 0.000000
1.640053, 0.775909, 0.006326, 0.010472, 0.000000, 0.000000
1.649517, 0.786050, 0.006432, 0.010408, 0.000000, 0.000000
1.659469, 0.795751, 0.006532, 0.010342, 0.000000, 0.000000
1.669441, 0.815649, 0.006737, 0.010182, 0.000000, 0.000000
1.679493, 0.815649, 0.006737, 0.010182, 0.000000, 0.000000
1.689439, 0.835556, 0.006938, 0.010001, 0.000000, 0.000000
1.699455, 0.835556, 0.006938, 0.010001, 0.000000, 0.000000
1.709469, 0.845499, 0.007037, 0.009911, 0.000000, 0.000000
1.719441, 0.865407, 0.007232, 0.009700, 0.000000, 0.000000
1.729441, 0.865407, 0.007232, 0.009700, 0.000000, 0.000000
1.739485, 0.875352, 0.007328, 0.009620, 0.000000, 0.000000
1.749441, 0.895246, 0.007518, 0.009480, 0.000000, 0.000000
1.759440, 0.895246, 0.007518, 0.009480, 0.000000, 0.000000
1.769448, 0.905197, 0.007612, 0.009410, 0.000000, 0.000000
1.779440, 0.925094, 0.007797, 0.009240, 0.000000, 0.000000
1.789446, 0.925094, 0.007797, 0.009240, 0.000000, 0.000000
1.799449, 0.944992, 0.007979, 0.009059, 0.000000, 0.000000
1.809447, 0.954949, 0.008069, 0.008959, 0.000000, 0.000000
1.819460, 0.954949, 0.008069, 0.008959, 0.000000, 0.000000
1.829450, 0.964892, 0.008158, 0.008868, 0.000000, 0.000000
1.839445, 0.974963, 0.008247, 0.008802, 0.000000, 0.000000
1.849443, 0.984793, 0.008333, 0.008739, 0.000000, 0.000000
1.859458, 1.004703, 0.008506, 0.008600, 0.000000, 0.000000
1.869445, 1.014649, 0.008591, 0.008520, 0.000000, 0.000000
1.879449, 1.024579, 0.008675, 0.008429, 0.000000, 0.000000
1.889446, 1.024579, 0.008675, 0.008429, 0.000000, 0.000000
1.899445, 1.034665, 0.008759, 0.008332, 0.000000, 0.000000
1.909446, 1.054435, 0.008922, 0.008128, 0.000000, 0.000000
1.919622, 1.064384, 0.009003, 0.008048, 0.000000, 0.000000
1.929447, 1.064384, 0.009003, 0.008048, 0.000000, 0.000000
1.939445, 1.084283, 0.009161, 0.007908, 0.000000, 0.000000
1.949439, 1.084283, 0.009161, 0.007908, 0.000000, 0.000000
1.959479, 1.094232, 0.009240, 0.007828, 0.000000, 0.000000
1.969582, 1.114192, 0.009394, 0.007670, 0.000000, 0.000000
1.979441, 1.124136, 0.009470, 0.007579, 0.000000, 0.000000
1.989446, 1.134037, 0.009545, 0.007488, 0.000000, 0.000000
1.999452, 1.134037, 0.009545, 0.007488, 0.000000, 0.000000
2.009444, 1.143978, 0.009619, 0.007387, 0.000000, 0.000000
2.019441, 1.163883, 0.009764, 0.007175, 0.000000, 0.000000
2.029452, 1.173832, 0.009835, 0.007095, 0.000000, 0.000000
