# Time [sec], X [m], Y [m], Theta [rad], LinVel [m/s], AngVel [rad/s]
0.000008, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.009498, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.019555, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.029515, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.039517, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.049509, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.059503, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.069514, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.078647, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.087894, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.097476, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.107469, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.116659, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.126236, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.135620, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.145487, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.155573, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.165628, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.174964, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.184224, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.193594, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.203634, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.212890, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.222828, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.232194, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.242193, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.252230, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.262246, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.272204, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.281666, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.291642, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.301691, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.311738, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.321662, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.331646, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.341687, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.351664, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.361740, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.371679, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.381717, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.391687, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.401808, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.411714, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.421685, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.431696, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.441058, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.450954, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.460807, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.470747, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.480368, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.490287, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.500274, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.510278, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.520305, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.530343, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.540260, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.550312, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.560294, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.570261, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.579729, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.589691, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.599718, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.609699, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.619787, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.629702, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.639697, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.649704, 0.000198, 0.000000, 0.000005, 0.000000, 0.000000
0.659647, 0.000198, 0.000000, 0.000005, 0.000000, 0.000000
0.669708, 0.000446, 0.000000, 0.000011, 0.000000, 0.000000
0.679661, 0.000792, 0.000000, 0.000020, 0.000000, 0.000000
0.689651, 0.001782, 0.000000, 0.000045, 0.000000, 0.000000
0.699655, 0.001782, 0.000000, 0.000045, 0.000000, 0.000000
0.709656, 0.002430, 0.000000, 0.000061, 0.000000, 0.000000
0.719748, 0.003176, 0.000000, 0.000080, 0.000000, 0.000000
0.729643, 0.004022, 0.000000, 0.000101, 0.000000, 0.000000
0.738842, 0.004880, 0.000000, 0.000123, 0.000000, 0.000000
0.748068, 0.005829, 0.000000, 0.000146, 0.000000, 0.000000
0.757723, 0.006848, 0.000001, 0.000172, 0.000000, 0.000000
0.767716, 0.008028, 0.000001, 0.000202, 0.000000, 0.000000
0.777518, 0.009339, 0.000001, 0.000235, 0.000000, 0.000000
0.787509, 0.010725, 0.000001, 0.000269, 0.000000, 0.000000
