# Time [sec], X [m], Y [m], Theta [rad], LinVel [m/s], AngVel [rad/s]
0.000245, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.009978, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.019981, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.030038, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.040018, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.049510, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.059601, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.069522, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.079519, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.089533, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.099524, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.109570, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.119575, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.128699, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.138704, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.148762, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.158791, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.168149, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.177739, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.187816, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.197208, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.206356, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.215991, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.225851, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.235849, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.245918, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.255902, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.265809, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.275842, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.285223, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.295221, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.305251, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.315228, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.325254, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.335306, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.345243, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.354429, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
