# Time [sec], X [m], Y [m], Theta [rad], LinVel [m/s], AngVel [rad/s]
0.000226, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.009867, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.019860, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.029889, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.039872, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.049921, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.059929, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.069862, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.079909, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.089937, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.099860, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.109859, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.119903, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.129918, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.139920, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.149860, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.159855, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.169865, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.179864, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.189898, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.199890, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.209945, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.219866, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.229869, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.239865, 0.000000, 0.000000, 0.000248, 0.000000, 0.000000
0.249855, 0.000001, 0.000000, 0.000990, 0.000000, 0.000000
0.259886, 0.000002, 0.000000, 0.002248, 0.000000, 0.000000
0.269841, 0.000004, 0.000000, 0.003981, 0.000000, 0.000000
0.279853, 0.000006, 0.000000, 0.006229, 0.000000, 0.000000
0.289857, 0.000009, 0.000000, 0.008972, 0.000000, 0.000000
0.299855, 0.000012, 0.000000, 0.012210, 0.000000, 0.000000
0.309886, 0.000016, 0.000000, 0.015964, 0.000000, 0.000000
0.319855, 0.000020, 0.000000, 0.020193, 0.000000, 0.000000
0.329869, 0.000025, 0.000000, 0.024937, 0.000000, 0.000000
0.339855, 0.000030, 0.000000, 0.030134, 0.000000, 0.000000
0.349875, 0.000036, 0.000001, 0.035848, 0.000000, 0.000000
0.359880, 0.000042, 0.000001, 0.042077, 0.000000, 0.000000
0.369864, 0.000049, 0.000001, 0.048801, 0.000000, 0.000000
0.379869, 0.000056, 0.000002, 0.055999, 0.000000, 0.000000
0.389868, 0.000064, 0.000002, 0.063651, 0.000000, 0.000000
0.399859, 0.000072, 0.000003, 0.071448, 0.000000, 0.000000
0.409863, 0.000080, 0.000003, 0.079265, 0.000000, 0.000000
0.419860, 0.000087, 0.000004, 0.087082, 0.000000, 0.000000
0.429847, 0.000095, 0.000005, 0.094899, 0.000000, 0.000000
0.439929, 0.000103, 0.000005, 0.102696, 0.000000, 0.000000
0.449862, 0.000111, 0.000006, 0.110513, 0.000000, 0.000000
0.459868, 0.000119, 0.000007, 0.118330, 0.000000, 0.000000
0.469870, 0.000126, 0.000008, 0.126148, 0.000000, 0.000000
0.479858, 0.000134, 0.000009, 0.133965, 0.000000, 0.000000
0.489871, 0.000142, 0.000010, 0.141803, 0.000000, 0.000000
0.499860, 0.000150, 0.000011, 0.149599, 0.000000, 0.000000
0.509897, 0.000158, 0.000012, 0.157458, 0.000000, 0.000000
0.519851, 0.000165, 0.000014, 0.165254, 0.000000, 0.000000
0.529856, 0.000173, 0.000015, 0.173051, 0.000000, 0.000000
0.539903, 0.000181, 0.000016, 0.180868, 0.000000, 0.000000
